% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4854 +3.336249639e+03 +3.336249639e+03 +3.126369639e+03 -2.098800000e+02 +9.5226e-01 -3.5521e+00 -2.0882e+00 +1.9199e+00 +1.8685e+00 +3.2656e-01 +4.2824e-01 -2.3959e-01 -1.3219e+00 +3.4964e+00 +1.1276e+00 +1.5054e+00 +4.1530e+00 -1.6918e+00 -1.5987e+00 -3.7966e+00 -3.0973e+00 +3.0976e+00 -2.3824e+00 +1.8995e+00
5041 +2.410414986e+03 +2.410414986e+03 +2.200534986e+03 -2.098800000e+02 +1.1497e+00 -3.5521e+00 -2.0882e+00 +1.9199e+00 +1.8685e+00 -4.7549e-01 +2.1734e-01 -2.3959e-01 -1.5125e+00 +3.2387e+00 +9.5502e-01 +1.5673e+00 +4.1530e+00 -1.4290e+00 -1.5987e+00 -3.7966e+00 -3.0973e+00 +3.0976e+00 -2.3824e+00 +1.8995e+00
5944 +1.483440314e+03 +1.483440314e+03 +1.273560314e+03 -2.098800000e+02 +9.5226e-01 -3.5521e+00 -2.0882e+00 +1.9199e+00 +1.8685e+00 +3.2656e-01 +6.6655e-01 +3.8629e-01 -1.3219e+00 +2.7164e+00 +1.1276e+00 +1.5054e+00 +4.1195e+00 -1.4290e+00 -1.5926e+00 -3.7966e+00 -3.0973e+00 +3.0976e+00 -2.3824e+00 +1.9288e+00
7067 +9.743220577e+02 +9.743220577e+02 +7.644420577e+02 -2.098800000e+02 +9.5226e-01 -3.0197e+00 -2.0882e+00 +2.3792e+00 +1.5028e+00 +1.6481e+00 +1.0197e+00 -9.5438e-02 -1.3219e+00 +2.7164e+00 +9.5502e-01 +1.5673e+00 +3.9547e+00 -1.4290e+00 -1.5926e+00 -3.7894e+00 -3.0973e+00 +3.0976e+00 -2.3824e+00 +1.9288e+00
8762 +4.480329216e+02 +4.480329216e+02 +2.381529216e+02 -2.098800000e+02 +9.5226e-01 -3.0197e+00 -1.5679e+00 +2.3792e+00 +1.5028e+00 +2.2083e+00 +2.0081e+00 -2.3959e-01 -1.3219e+00 +2.5292e+00 +9.5502e-01 +1.5673e+00 +3.9547e+00 -1.4290e+00 -1.5926e+00 -3.7894e+00 -3.0855e+00 +3.0563e+00 -2.3824e+00 +1.9288e+00
9139 +3.912732282e+02 +3.912732282e+02 +1.813932282e+02 -2.098800000e+02 +9.5226e-01 -3.0197e+00 -1.5679e+00 +2.3792e+00 +1.5028e+00 +2.0653e+00 +2.0081e+00 -2.3959e-01 -1.1263e+00 +2.5292e+00 +9.5502e-01 +1.5673e+00 +3.9547e+00 -1.4290e+00 -1.5926e+00 -3.7894e+00 -3.0855e+00 +3.0563e+00 -2.3824e+00 +1.9141e+00
29041 +2.506181979e+02 +2.506181979e+02 +4.073819794e+01 -2.098800000e+02 +2.8695e+00 +4.6363e+00 +2.2456e+00 -8.5287e-01 +1.8032e+00 +3.0037e+00 +2.2645e+00 -2.7876e-01 -1.0556e+00 +2.5897e+00 +8.1373e-01 +1.5510e+00 +3.9439e+00 -1.4101e+00 -1.5107e+00 -3.7526e+00 -3.0608e+00 +3.0751e+00 -2.3801e+00 +1.9155e+00
52195 +1.584654057e+02 +1.584654057e+02 -5.141459426e+01 -2.098800000e+02 +9.5226e-01 -1.5609e+00 +3.1262e+00 +2.3792e+00 +1.6858e+00 +2.7207e+00 +2.3495e+00 -4.8630e-02 -1.0870e+00 +2.6727e+00 +8.4985e-01 +1.5673e+00 +3.9547e+00 -1.4290e+00 -1.5926e+00 -3.7651e+00 -3.0691e+00 +3.0563e+00 -2.3824e+00 +1.9141e+00
54067 +9.880745494e+01 +9.880745494e+01 -1.110725451e+02 -2.098800000e+02 +1.3533e+00 -1.0276e-02 +3.4453e+00 +2.3792e+00 +1.8016e+00 +2.7207e+00 +2.3495e+00 -1.2099e-01 -1.0870e+00 +2.6210e+00 +8.4985e-01 +1.5673e+00 +3.9547e+00 -1.4290e+00 -1.5690e+00 -3.7651e+00 -3.0691e+00 +3.0563e+00 -2.3824e+00 +1.9141e+00
54991 +6.299603865e+01 +6.299603865e+01 -1.468839613e+02 -2.098800000e+02 +1.3533e+00 +6.5226e-01 +3.4453e+00 +2.3792e+00 +1.8016e+00 +2.7207e+00 +2.2833e+00 -1.2099e-01 -1.1163e+00 +2.6210e+00 +8.4985e-01 +1.5530e+00 +3.9547e+00 -1.4290e+00 -1.5434e+00 -3.7651e+00 -3.0691e+00 +3.0563e+00 -2.3824e+00 +1.9141e+00
64375 +3.921969893e+01 +3.921969893e+01 -1.706603011e+02 -2.098800000e+02 +1.5734e+00 -9.6981e-01 +3.1167e+00 +2.3792e+00 +1.5028e+00 +2.7396e+00 +2.3588e+00 -9.5438e-02 -1.1263e+00 +2.5292e+00 +8.7997e-01 +1.5655e+00 +3.9785e+00 -1.4163e+00 -1.5486e+00 -3.7765e+00 -3.0695e+00 +3.0563e+00 -2.3824e+00 +1.9194e+00
66648 +1.692206512e+01 +1.692206512e+01 -1.929579349e+02 -2.098800000e+02 +1.2572e+00 -2.3939e-03 +3.1167e+00 +2.3792e+00 +1.6971e+00 +2.7396e+00 +2.3588e+00 -9.5438e-02 -1.1263e+00 +2.5801e+00 +8.7997e-01 +1.5655e+00 +3.9785e+00 -1.4163e+00 -1.5244e+00 -3.7765e+00 -3.0695e+00 +3.0646e+00 -2.3824e+00 +1.9194e+00
67001 +1.453290914e+01 +1.453290914e+01 -1.953470909e+02 -2.098800000e+02 +7.0724e-01 +4.5581e-01 +3.1167e+00 +2.3792e+00 +1.6971e+00 +2.7396e+00 +2.3588e+00 -9.5438e-02 -1.1263e+00 +2.5801e+00 +8.7997e-01 +1.5655e+00 +3.9785e+00 -1.4163e+00 -1.5357e+00 -3.7765e+00 -3.0695e+00 +3.0646e+00 -2.3824e+00 +1.9194e+00
136338 +7.853695303e+00 +7.853695303e+00 -2.020263047e+02 -2.098800000e+02 +1.1574e+00 +4.5581e-01 +3.5304e+00 +2.3792e+00 +1.6971e+00 +2.6948e+00 +2.3588e+00 -9.5438e-02 -1.1263e+00 +2.5801e+00 +8.7997e-01 +1.5655e+00 +3.9785e+00 -1.4163e+00 -1.5350e+00 -3.7716e+00 -3.0565e+00 +3.0646e+00 -2.3824e+00 +1.9194e+00
154504 +4.452833168e+00 +4.452833168e+00 -2.054271668e+02 -2.098800000e+02 +1.2572e+00 +4.6654e-01 +3.5905e+00 +2.3830e+00 +1.7559e+00 +2.6859e+00 +2.3262e+00 -9.5438e-02 -1.1263e+00 +2.6001e+00 +8.8632e-01 +1.5586e+00 +3.9785e+00 -1.4163e+00 -1.5357e+00 -3.7703e+00 -3.0640e+00 +3.0646e+00 -2.3824e+00 +1.9194e+00
182753 +3.712573045e+00 +3.712573045e+00 -2.061674270e+02 -2.098800000e+02 +1.2572e+00 +4.5581e-01 +3.5905e+00 +2.3830e+00 +1.7559e+00 +2.6859e+00 +2.3262e+00 -1.0829e-01 -1.1263e+00 +2.6001e+00 +8.8632e-01 +1.5586e+00 +3.9785e+00 -1.4163e+00 -1.5355e+00 -3.7765e+00 -3.0608e+00 +3.0627e+00 -2.3801e+00 +1.9194e+00
187205 +1.030723200e+00 +1.030723200e+00 -2.088492768e+02 -2.098800000e+02 +1.2449e+00 +4.5581e-01 +3.5905e+00 +2.3830e+00 +1.7750e+00 +2.6859e+00 +2.3262e+00 -8.7961e-02 -1.0956e+00 +2.6001e+00 +8.8632e-01 +1.5586e+00 +3.9785e+00 -1.4163e+00 -1.5355e+00 -3.7711e+00 -3.0608e+00 +3.0635e+00 -2.3801e+00 +1.9194e+00
191475 +9.792144319e-01 +9.792144319e-01 -2.089007856e+02 -2.098800000e+02 +1.1891e+00 +4.5581e-01 +3.5452e+00 +2.3830e+00 +1.7882e+00 +2.6896e+00 +2.3215e+00 -8.7961e-02 -1.0996e+00 +2.6014e+00 +8.8632e-01 +1.5586e+00 +3.9785e+00 -1.4163e+00 -1.5355e+00 -3.7711e+00 -3.0608e+00 +3.0635e+00 -2.3801e+00 +1.9194e+00
268682 +6.186966054e-01 +6.186966054e-01 -2.092613034e+02 -2.098800000e+02 +1.1891e+00 +4.5581e-01 +3.5539e+00 +2.3830e+00 +1.7882e+00 +2.6896e+00 +2.3157e+00 -9.5438e-02 -1.1005e+00 +2.6014e+00 +8.8632e-01 +1.5586e+00 +3.9785e+00 -1.4196e+00 -1.5320e+00 -3.7683e+00 -3.0608e+00 +3.0635e+00 -2.3801e+00 +1.9194e+00
333040 +2.595406826e-01 +2.595406826e-01 -2.096204593e+02 -2.098800000e+02 +1.2082e+00 +4.4629e-01 +3.5539e+00 +2.3894e+00 +1.7834e+00 +2.6896e+00 +2.3215e+00 -8.8603e-02 -1.1166e+00 +2.6039e+00 +8.8234e-01 +1.5586e+00 +3.9785e+00 -1.4163e+00 -1.5345e+00 -3.7683e+00 -3.0608e+00 +3.0635e+00 -2.3801e+00 +1.9198e+00
344948 +1.626505144e-01 +1.626505144e-01 -2.097173495e+02 -2.098800000e+02 +1.2096e+00 +4.4361e-01 +3.5539e+00 +2.3862e+00 +1.7859e+00 +2.6896e+00 +2.3215e+00 -8.9527e-02 -1.1108e+00 +2.6038e+00 +8.8271e-01 +1.5585e+00 +3.9785e+00 -1.4196e+00 -1.5341e+00 -3.7686e+00 -3.0608e+00 +3.0635e+00 -2.3801e+00 +1.9203e+00
421115 +1.052587692e-01 +1.052587692e-01 -2.097747412e+02 -2.098800000e+02 +1.2096e+00 +4.4745e-01 +3.5539e+00 +2.3862e+00 +1.7859e+00 +2.6896e+00 +2.3215e+00 -8.9527e-02 -1.1108e+00 +2.6038e+00 +8.8293e-01 +1.5585e+00 +3.9785e+00 -1.4196e+00 -1.5341e+00 -3.7686e+00 -3.0608e+00 +3.0635e+00 -2.3801e+00 +1.9200e+00
464946 +6.543986322e-02 +6.543986322e-02 -2.098145601e+02 -2.098800000e+02 +1.2082e+00 +4.4745e-01 +3.5539e+00 +2.3862e+00 +1.7859e+00 +2.6896e+00 +2.3215e+00 -8.9527e-02 -1.1108e+00 +2.6038e+00 +8.8293e-01 +1.5572e+00 +3.9769e+00 -1.4196e+00 -1.5341e+00 -3.7686e+00 -3.0615e+00 +3.0635e+00 -2.3801e+00 +1.9198e+00
520063 +3.762838666e-02 +3.762838666e-02 -2.098423716e+02 -2.098800000e+02 +1.2082e+00 +4.4745e-01 +3.5539e+00 +2.3862e+00 +1.7859e+00 +2.6896e+00 +2.3215e+00 -8.9527e-02 -1.1108e+00 +2.6038e+00 +8.8293e-01 +1.5572e+00 +3.9769e+00 -1.4196e+00 -1.5341e+00 -3.7686e+00 -3.0615e+00 +3.0635e+00 -2.3801e+00 +1.9200e+00
1057748 +2.478844656e-02 +2.478844656e-02 -2.098552116e+02 -2.098800000e+02 +1.2074e+00 +4.4779e-01 +3.5546e+00 +2.3866e+00 +1.7856e+00 +2.6889e+00 +2.3215e+00 -9.0496e-02 -1.1106e+00 +2.6042e+00 +8.8315e-01 +1.5578e+00 +3.9778e+00 -1.4196e+00 -1.5333e+00 -3.7689e+00 -3.0617e+00 +3.0635e+00 -2.3800e+00 +1.9200e+00
1217601 +7.303714633e-03 +7.303714633e-03 -2.098726963e+02 -2.098800000e+02 +1.2074e+00 +4.4779e-01 +3.5546e+00 +2.3866e+00 +1.7856e+00 +2.6889e+00 +2.3215e+00 -9.0496e-02 -1.1106e+00 +2.6042e+00 +8.8315e-01 +1.5575e+00 +3.9778e+00 -1.4196e+00 -1.5333e+00 -3.7689e+00 -3.0617e+00 +3.0631e+00 -2.3800e+00 +1.9200e+00
1626815 +6.061395947e-03 +6.061395947e-03 -2.098739386e+02 -2.098800000e+02 +1.2072e+00 +4.4816e-01 +3.5543e+00 +2.3866e+00 +1.7856e+00 +2.6889e+00 +2.3215e+00 -9.0496e-02 -1.1103e+00 +2.6042e+00 +8.8315e-01 +1.5575e+00 +3.9778e+00 -1.4195e+00 -1.5333e+00 -3.7687e+00 -3.0617e+00 +3.0633e+00 -2.3800e+00 +1.9200e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.147415533e+07 +5.147415533e+07 +5.147406324e+07 -9.209000000e+01 -2.1651e+00 -5.1942e-01 -4.7920e+00 -1.2944e+00 +3.3253e+00 -2.6977e+00 +2.3162e+00 -2.6716e+00 -4.1747e+00 -9.5426e-01 +2.1827e-01 -2.0914e+00 -5.3818e-01 -3.8716e+00 -6.7112e-01 -1.1529e+00 -6.3114e-01 +8.4089e-01 -2.2849e+00 +4.8066e+00
395 +6.575680237e+05 +6.575680237e+05 +6.574759337e+05 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +2.9055e+00 -2.4945e+00 -4.3184e+00 +4.2206e+00 +3.5514e+00 -1.4192e+00 -4.3689e+00 -1.7152e+00 +3.4803e+00 +2.3691e-01 +2.3759e+00 +4.2634e-01 -4.1194e+00 +3.8368e+00 +2.6562e+00 -1.3362e+00
591 +4.978443797e+05 +4.978443797e+05 +4.977522897e+05 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +2.9055e+00 -2.4945e+00 -4.3184e+00 +4.2206e+00 +3.5514e+00 -1.4192e+00 -4.3689e+00 -2.9521e+00 -1.0807e-01 +2.3691e-01 +2.3759e+00 +4.2634e-01 -4.1194e+00 +3.8368e+00 +2.6562e+00 -1.3362e+00
784 +3.202578363e+05 +3.202578363e+05 +3.201657463e+05 -9.209000000e+01 +1.4848e+00 +1.5579e+00 -3.5498e+00 -2.1606e+00 -4.5514e+00 -1.4671e-01 +4.0952e+00 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 +1.0302e-01 -2.0250e+00 +3.5823e-01 +2.3759e+00 +4.2634e-01 -4.1194e+00 +4.5152e+00 +1.8793e+00 -1.0676e+00
978 +2.034499822e+05 +2.034499822e+05 +2.033578922e+05 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +2.9055e+00 +1.2637e+00 +4.8984e+00 +5.0998e-01 -2.3463e+00 +4.7707e+00 +1.8927e+00 +2.9700e+00 +2.0567e-01 +3.5823e-01 +2.3759e+00 +4.2634e-01 -4.1194e+00 +3.8345e+00 +1.8793e+00 -1.3362e+00
1170 +6.161339078e+04 +6.161339078e+04 +6.152130078e+04 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +2.9055e+00 -1.4671e-01 +4.0952e+00 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 +1.0302e-01 -2.0360e+00 -4.2474e-01 +3.0580e+00 +4.2634e-01 -4.1194e+00 +3.8345e+00 +1.8793e+00 -1.3362e+00
1561 +3.476682280e+04 +3.476682280e+04 +3.467473280e+04 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +3.0232e+00 -3.8081e+00 +4.0952e+00 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 +1.0302e-01 -2.0360e+00 +3.5823e-01 +3.8259e+00 +4.2634e-01 -4.1194e+00 +3.8345e+00 +1.8793e+00 -1.3362e+00
2324 +2.486754266e+04 +2.486754266e+04 +2.477545266e+04 -9.209000000e+01 -2.7887e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +2.9055e+00 -3.8081e+00 +4.0952e+00 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 -3.1386e-01 -2.0360e+00 +3.5823e-01 +3.8259e+00 +4.2634e-01 -3.9316e+00 +3.8345e+00 +1.8793e+00 -1.3362e+00
2706 +1.494391218e+04 +1.494391218e+04 +1.485182218e+04 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +2.9055e+00 -3.8081e+00 +4.0952e+00 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 -7.6370e-01 -2.0360e+00 +3.5823e-01 +3.8259e+00 +4.2634e-01 -3.9316e+00 +3.6052e+00 +1.8793e+00 -1.3362e+00
2899 +9.699259490e+03 +9.699259490e+03 +9.607169490e+03 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +3.0232e+00 -3.8081e+00 +4.0952e+00 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 -7.6370e-01 -2.0360e+00 +3.5823e-01 +3.8259e+00 +6.7278e-01 -3.8871e+00 +3.6052e+00 +1.8793e+00 -1.3362e+00
3476 +6.027999103e+03 +6.027999103e+03 +5.935909103e+03 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -1.8509e+00 +3.0232e+00 -3.8081e+00 +4.0952e+00 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 -1.5905e+00 -2.0360e+00 +3.5823e-01 +3.8259e+00 +6.7278e-01 -3.9316e+00 +3.6052e+00 +1.8261e+00 -1.3362e+00
3868 +3.505697414e+03 +3.505697414e+03 +3.413607414e+03 -9.209000000e+01 -2.8397e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +3.0232e+00 -3.3505e+00 -1.2882e+00 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 -1.5905e+00 -2.0360e+00 +7.6526e-01 +3.8259e+00 +7.3588e-01 -3.9316e+00 +3.6052e+00 +1.8261e+00 -1.3362e+00
4261 +2.358553371e+03 +2.358553371e+03 +2.266463371e+03 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.2646e+00 +3.0232e+00 -3.8081e+00 -2.9747e-01 +9.4115e-01 +1.0165e+00 +2.6889e+00 +3.6746e+00 -1.5905e+00 -2.1004e+00 +7.6526e-01 +3.8259e+00 +6.7278e-01 -3.8871e+00 +3.6541e+00 +1.8261e+00 -1.3362e+00
4841 +1.022222431e+03 +1.022222431e+03 +9.301324306e+02 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +3.0232e+00 -3.8081e+00 -2.9747e-01 +9.4115e-01 +1.0165e+00 +1.7718e+00 +3.6746e+00 -1.5905e+00 -2.0360e+00 +7.6526e-01 +3.8259e+00 +6.7278e-01 -3.8871e+00 +3.6541e+00 +1.8261e+00 -1.3547e+00
5037 +9.318134011e+02 +9.318134011e+02 +8.397234011e+02 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 +3.0232e+00 -3.8081e+00 -1.2882e+00 +9.4115e-01 +7.6752e-01 +1.7718e+00 +3.6746e+00 -1.5905e+00 -2.0360e+00 +7.6526e-01 +3.8259e+00 +7.3588e-01 -3.8871e+00 +3.6541e+00 +1.8261e+00 -1.3547e+00
5807 +6.252762502e+02 +6.252762502e+02 +5.331862502e+02 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.0158e+00 -2.8552e+00 -3.8081e+00 -2.9747e-01 +9.4115e-01 +7.6752e-01 +1.7718e+00 +3.6746e+00 -1.5905e+00 -2.0360e+00 +7.6526e-01 +3.8259e+00 +7.3588e-01 -3.8434e+00 +3.6541e+00 +1.8261e+00 -1.3547e+00
6778 +3.927148146e+02 +3.927148146e+02 +3.006248146e+02 -9.209000000e+01 -2.7223e+00 -1.5075e+00 +8.1157e-01 -2.1606e+00 -9.2986e-01 -3.8081e+00 -2.9747e-01 +9.4115e-01 +4.8802e-01 +1.7718e+00 +3.6746e+00 -1.5905e+00 -2.0360e+00 +7.6526e-01 +3.7892e+00 +7.3588e-01 -3.8434e+00 +3.6541e+00 +1.8261e+00 -1.3547e+00
7355 +2.352886518e+02 +2.352886518e+02 +1.431986518e+02 -9.209000000e+01 -2.6055e+00 -1.5075e+00 +3.1727e-01 -2.1606e+00 -9.2986e-01 -3.2597e+00 -2.9747e-01 +9.4115e-01 +4.8802e-01 +1.7718e+00 +3.9118e+00 -1.7673e+00 -2.0360e+00 +6.6570e-01 +3.7892e+00 +7.3588e-01 -3.8434e+00 +3.6541e+00 +1.8261e+00 -1.3547e+00
8712 +1.474339755e+02 +1.474339755e+02 +5.534397554e+01 -9.209000000e+01 -2.6055e+00 -1.1350e+00 +3.1727e-01 -2.1606e+00 -2.1853e-01 -3.8081e+00 +2.6896e-02 +9.4115e-01 +4.8802e-01 +1.7718e+00 +3.9118e+00 -1.7673e+00 -2.1258e+00 +6.6570e-01 +3.7892e+00 +7.3588e-01 -3.8434e+00 +3.6541e+00 +1.8261e+00 -1.3602e+00
9864 +9.814902321e+01 +9.814902321e+01 +6.059023208e+00 -9.209000000e+01 -2.7291e+00 +3.8509e-01 +3.1727e-01 -2.1606e+00 -2.1853e-01 -3.6332e+00 +2.6896e-02 +9.7279e-01 +4.8802e-01 +1.7718e+00 +3.8560e+00 -1.7161e+00 -2.1258e+00 +6.6570e-01 +3.7611e+00 +7.3588e-01 -3.8434e+00 +3.6541e+00 +1.8261e+00 -1.3602e+00
53118 +6.125800813e+01 +6.125800813e+01 -3.083199187e+01 -9.209000000e+01 -1.1685e+00 +1.6061e+00 +3.1727e-01 -1.8820e+00 -1.3736e-01 -3.8081e+00 +2.6896e-02 +9.4115e-01 +4.8802e-01 +1.6915e+00 +3.8560e+00 -1.7161e+00 -2.1258e+00 +6.6570e-01 +3.7611e+00 +7.2346e-01 -3.8434e+00 +3.6594e+00 +1.8261e+00 -1.3602e+00
55057 +3.069231225e+01 +3.069231225e+01 -6.139768775e+01 -9.209000000e+01 -3.6180e-01 +1.8569e+00 +3.1727e-01 -1.8820e+00 -1.2912e-01 -3.8081e+00 +2.6896e-02 +9.4115e-01 +4.8802e-01 +1.6915e+00 +3.8424e+00 -1.7161e+00 -2.1258e+00 +6.6570e-01 +3.7611e+00 +7.2346e-01 -3.8434e+00 +3.6594e+00 +1.8213e+00 -1.3602e+00
67480 +2.444669938e+01 +2.444669938e+01 -6.764330062e+01 -9.209000000e+01 +7.1383e-01 +2.4442e+00 +6.8178e-02 -1.8953e+00 -1.4421e-01 -3.8081e+00 +2.6896e-02 +9.8248e-01 +4.5757e-01 +1.6714e+00 +3.8560e+00 -1.7161e+00 -2.1076e+00 +6.7365e-01 +3.7611e+00 +7.2246e-01 -3.8601e+00 +3.6541e+00 +1.8147e+00 -1.3602e+00
