% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
8850 +3.816174483e+00 +3.816174483e+00 -5.393825517e+00 -9.210000000e+00 +5.2214e+00 +1.6194e+00 +5.6785e+00 +5.4666e+00 -5.0013e+00 +5.4218e+00 +5.1920e+00 +5.3666e+00 +5.2710e+00 -5.3500e+00 -5.4073e+00 -5.7062e+00 +5.0174e+00 +5.8295e+00 -5.2090e+00 -5.0399e+00 +5.4195e+00 +5.2075e+00 -5.1185e+00 +5.3113e+00
16101 +1.575911686e+00 +1.575911686e+00 -7.634088314e+00 -9.210000000e+00 +5.1270e+00 +4.3823e+00 +4.4266e+00 +5.1330e+00 -5.0558e+00 +5.5862e+00 +4.9779e+00 +4.9655e+00 +5.1572e+00 -5.2109e+00 -5.1164e+00 -5.1247e+00 +5.0848e+00 +5.1152e+00 -5.6607e+00 -5.3893e+00 +4.9969e+00 +5.0004e+00 -5.2681e+00 +5.6010e+00
16687 +9.377435529e-01 +9.377435529e-01 -8.272256447e+00 -9.210000000e+00 +5.1270e+00 +4.3823e+00 +4.8642e+00 +5.1330e+00 -5.0558e+00 +5.5862e+00 +4.9779e+00 +5.4616e+00 +5.1572e+00 -5.2109e+00 -5.1164e+00 -5.1247e+00 +5.0848e+00 +5.1152e+00 -5.6607e+00 -5.3893e+00 +4.9969e+00 +5.0004e+00 -5.2652e+00 +5.6010e+00
16885 +5.870193310e-01 +5.870193310e-01 -8.622980669e+00 -9.210000000e+00 +5.1270e+00 +4.6110e+00 +5.4658e+00 +5.1330e+00 -5.0558e+00 +5.5862e+00 +4.9779e+00 +4.9655e+00 +5.8287e+00 -5.2109e+00 -5.1164e+00 -5.1247e+00 +5.6970e+00 +5.1152e+00 -5.6607e+00 -5.3893e+00 +4.9969e+00 +5.0004e+00 -5.2681e+00 +5.6010e+00
17278 +4.573341995e-02 +4.573341995e-02 -9.164266580e+00 -9.210000000e+00 +5.1270e+00 +5.0304e+00 +5.7722e+00 +5.9892e+00 -5.0558e+00 +5.5862e+00 +4.9779e+00 +5.4616e+00 +5.1572e+00 -6.0989e+00 -5.1164e+00 -5.1247e+00 +6.2410e+00 +5.1152e+00 -5.6607e+00 -5.4856e+00 +5.4072e+00 +5.0004e+00 -5.2681e+00 +5.6010e+00
17473 +2.161657862e-02 +2.161657862e-02 -9.188383421e+00 -9.210000000e+00 +5.1270e+00 +5.6575e+00 +5.4658e+00 +5.1330e+00 -5.0558e+00 +5.5862e+00 +5.9975e+00 +5.2040e+00 +5.1572e+00 -5.2109e+00 -5.1164e+00 -5.1247e+00 +5.3972e+00 +5.1152e+00 -5.6607e+00 -6.0750e+00 +4.9969e+00 +5.0004e+00 -5.8783e+00 +5.6010e+00
17673 +7.815970093e-14 +7.815970093e-14 -9.210000000e+00 -9.210000000e+00 +5.1270e+00 +5.0304e+00 +5.7722e+00 +5.1330e+00 -5.0558e+00 +5.5862e+00 +5.9975e+00 +5.2040e+00 +5.1572e+00 -5.2109e+00 -5.1164e+00 -5.1247e+00 +6.2410e+00 +5.1152e+00 -5.6607e+00 -5.4856e+00 +5.4072e+00 +5.0004e+00 -5.2681e+00 +5.6010e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.965103707e+02 +3.965103707e+02 +1.052500371e+03 +6.559900000e+02 -3.5628e+00 -1.7618e+00 +4.6995e+00 +2.9242e+00 +2.9077e-01 -1.5683e+00 -5.0598e-01 +4.3179e+00 +1.8005e+00 -1.9163e+00 +3.6447e+00 +1.2307e+00 +3.9840e+00 +1.8301e+00 +4.2757e+00 -1.4821e+00 -2.6755e+00 +1.5652e-01 -3.6941e+00 -3.2341e+00
383 +1.531524382e+02 +1.531524382e+02 +8.091424382e+02 +6.559900000e+02 -2.3446e+00 +3.5438e+00 -2.2891e+00 -1.5734e+00 +2.9007e-01 -5.2108e+00 -3.5232e+00 +2.2710e+00 -2.6598e-01 -4.8649e+00 +3.1977e+00 +4.6480e+00 +2.0069e+00 -3.9347e+00 +3.4772e+00 +4.2076e+00 -3.8577e+00 -1.1974e+00 +3.5701e+00 +4.6641e+00
1139 +9.742557221e+01 +9.742557221e+01 +7.534155722e+02 +6.559900000e+02 -2.3446e+00 +3.5225e+00 -2.2891e+00 +3.2478e+00 -2.0757e+00 -5.2108e+00 -3.5232e+00 +2.2710e+00 -2.6598e-01 -4.8649e+00 +3.1977e+00 +4.6480e+00 +2.0069e+00 -3.9347e+00 +3.9540e+00 +3.6646e+00 -3.8577e+00 -4.9748e+00 +5.0167e+00 +5.5664e+00
1900 +6.124477699e+01 +6.124477699e+01 +7.172347770e+02 +6.559900000e+02 +4.3488e+00 +3.6460e+00 -2.2891e+00 +3.3212e+00 -2.0757e+00 -5.2108e+00 -3.5232e+00 +3.0135e+00 -1.2792e+00 -4.7623e+00 +4.9573e+00 +4.6480e+00 +4.2909e+00 -3.9347e+00 +3.9540e+00 +4.2076e+00 -4.8661e+00 -4.9748e+00 +5.0167e+00 +4.9376e+00
3208 +3.922490211e+01 +3.922490211e+01 +6.952149021e+02 +6.559900000e+02 +4.3488e+00 +3.5225e+00 -2.2891e+00 +3.2478e+00 -4.8580e+00 -5.2108e+00 -3.5232e+00 +3.0135e+00 -1.2792e+00 -4.7760e+00 +5.4030e+00 +4.6480e+00 +5.0590e+00 -4.9155e+00 +4.9307e+00 +4.8861e+00 -4.8661e+00 -4.9748e+00 +5.0167e+00 +4.9376e+00
4705 +2.416600819e+01 +2.416600819e+01 +6.801560082e+02 +6.559900000e+02 +5.0732e+00 +2.6869e+00 -3.0478e+00 +4.5348e+00 -4.8580e+00 -5.2108e+00 -3.8893e+00 +3.0135e+00 -4.1140e+00 -4.7760e+00 +5.4030e+00 +5.6379e+00 +5.0590e+00 -4.9155e+00 +5.1084e+00 +5.0287e+00 -4.8661e+00 -4.9748e+00 +5.2475e+00 +4.9376e+00
5832 +1.454313542e+01 +1.454313542e+01 +6.705331354e+02 +6.559900000e+02 +5.0732e+00 +2.6869e+00 -2.9098e+00 +5.1526e+00 -4.8580e+00 -6.5356e+00 -4.8462e+00 +4.0272e+00 -5.2135e+00 -4.9864e+00 +4.9573e+00 +5.6177e+00 +5.0590e+00 -5.3726e+00 +5.1084e+00 +5.0287e+00 -5.5585e+00 -4.9748e+00 +5.2475e+00 +5.2180e+00
6778 +9.853363628e+00 +9.853363628e+00 +6.658433636e+02 +6.559900000e+02 +5.0732e+00 +2.1017e+00 -4.8138e+00 +4.5348e+00 -4.8580e+00 -6.5356e+00 -4.8462e+00 +5.2215e+00 -5.1334e+00 -4.9864e+00 +4.9573e+00 +5.6950e+00 +5.0590e+00 -5.0314e+00 +5.1084e+00 +5.0287e+00 -5.5585e+00 -4.9748e+00 +5.2475e+00 +5.2180e+00
9014 +6.094750888e+00 +6.094750888e+00 +6.620847509e+02 +6.559900000e+02 +5.0732e+00 +3.6324e-01 -5.0984e+00 +5.8198e+00 -5.2130e+00 -6.5356e+00 -5.4532e+00 +5.2215e+00 -5.1334e+00 -4.9864e+00 +5.6878e+00 +5.6950e+00 +5.9736e+00 -5.2352e+00 +5.1084e+00 +5.0287e+00 -5.5585e+00 -5.0978e+00 +5.7507e+00 +5.5808e+00
17671 +3.746195550e+00 +3.746195550e+00 +6.597361955e+02 +6.559900000e+02 +4.7592e+00 -4.8815e+00 -3.1426e+00 +4.8275e+00 -5.0357e+00 -4.6816e+00 -5.1428e+00 +4.9260e+00 -5.3836e+00 -5.3897e+00 +5.0643e+00 +5.0488e+00 +5.7415e+00 -5.2732e+00 +5.6637e+00 +5.1151e+00 -5.0816e+00 -5.0705e+00 +5.0590e+00 +5.1415e+00
18215 +2.254975196e+00 +2.254975196e+00 +6.582449752e+02 +6.559900000e+02 +5.1020e+00 -4.8815e+00 -4.1238e+00 +4.8275e+00 -5.2218e+00 -4.6816e+00 -5.1428e+00 +4.9260e+00 -5.3836e+00 -5.3897e+00 +5.0643e+00 +5.0488e+00 +5.1284e+00 -5.2732e+00 +5.6637e+00 +5.8995e+00 -5.0816e+00 -5.0705e+00 +5.0590e+00 +5.1415e+00
26911 +1.015837907e+00 +1.015837907e+00 +6.570058379e+02 +6.559900000e+02 +4.9782e+00 -5.4044e+00 -4.2587e+00 +5.1143e+00 -4.9755e+00 -4.9947e+00 -5.2557e+00 +5.3931e+00 -5.3263e+00 -5.3828e+00 +5.0274e+00 +5.1420e+00 +5.0887e+00 -5.4312e+00 +6.2816e+00 +5.0120e+00 -5.1701e+00 -5.0596e+00 +5.8390e+00 +5.0698e+00
27103 +9.117225373e-01 +9.117225373e-01 +6.569017225e+02 +6.559900000e+02 +4.1377e+00 -5.4044e+00 -5.0231e+00 +5.1143e+00 -4.9755e+00 -4.9947e+00 -5.2557e+00 +5.3931e+00 -5.3263e+00 -5.3828e+00 +5.0274e+00 +5.2073e+00 +5.0887e+00 -5.4312e+00 +5.9444e+00 +5.0120e+00 -5.1701e+00 -5.0596e+00 +5.8390e+00 +5.0698e+00
27292 +7.121909881e-02 +7.121909881e-02 +6.560612191e+02 +6.559900000e+02 +4.9782e+00 -5.4044e+00 -5.0231e+00 +5.1143e+00 -4.9755e+00 -4.9947e+00 -5.2557e+00 +5.3931e+00 -5.3263e+00 -5.3828e+00 +5.0274e+00 +5.1420e+00 +5.0887e+00 -5.4312e+00 +6.2816e+00 +5.0120e+00 -5.1701e+00 -5.0596e+00 +5.8390e+00 +5.0698e+00
27481 +3.150048118e-02 +3.150048118e-02 +6.560215005e+02 +6.559900000e+02 +4.9782e+00 -5.4044e+00 -5.0231e+00 +5.1143e+00 -5.0325e+00 -4.9947e+00 -5.2557e+00 +5.3931e+00 -5.3263e+00 -5.3828e+00 +5.0274e+00 +5.1420e+00 +5.0887e+00 -5.4312e+00 +6.2816e+00 +5.0120e+00 -5.1701e+00 -5.0596e+00 +5.8390e+00 +5.0698e+00
27869 +2.177836727e-02 +2.177836727e-02 +6.560117784e+02 +6.559900000e+02 +4.9782e+00 -5.2873e+00 -5.3093e+00 +5.1143e+00 -5.0325e+00 -5.1572e+00 -5.8484e+00 +5.3931e+00 -5.3263e+00 -5.3828e+00 +5.0274e+00 +5.1420e+00 +5.0887e+00 -5.4312e+00 +6.2816e+00 +5.0120e+00 -5.1701e+00 -5.0596e+00 +5.8390e+00 +5.0698e+00
28065 +9.722113913e-03 +9.722113913e-03 +6.559997221e+02 +6.559900000e+02 +5.1828e+00 -5.4044e+00 -5.0231e+00 +5.1143e+00 -5.0325e+00 -4.9947e+00 -5.2557e+00 +5.3931e+00 -5.3263e+00 -5.3828e+00 +5.0274e+00 +5.1420e+00 +5.0887e+00 -5.4312e+00 +5.9444e+00 +5.0120e+00 -5.1701e+00 -5.0596e+00 +5.8390e+00 +5.0698e+00
28255 +0.000000000e+00 +0.000000000e+00 +6.559900000e+02 +6.559900000e+02 +5.1828e+00 -5.4044e+00 -5.0231e+00 +5.1143e+00 -5.0325e+00 -5.1572e+00 -5.2557e+00 +5.3931e+00 -5.3263e+00 -5.3828e+00 +5.0274e+00 +5.1420e+00 +5.0887e+00 -5.4312e+00 +5.9444e+00 +5.0120e+00 -5.1701e+00 -5.0596e+00 +5.8390e+00 +5.0698e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.394591064e+02 +4.394591064e+02 +5.061691064e+02 +6.671000000e+01 +3.3095e+00 +3.1263e+00 -2.5669e+00 +3.5247e+00 -1.6752e-01 -2.4138e+00 -1.8786e+00 -2.1500e+00 +1.5104e-01 -2.7420e+00 -1.5370e+00 -7.5288e-01 -8.9644e-01 -1.3196e+00 +1.6953e+00 +1.0331e+00 +4.2987e+00 -2.7858e+00 +1.6003e+00 +4.6218e+00
393 +1.794321758e+02 +1.794321758e+02 +2.461421758e+02 +6.671000000e+01 -1.4071e+00 -4.9120e+00 +2.9982e+00 +1.4722e+00 -1.9485e+00 +3.7885e+00 -4.6452e+00 -7.9718e-01 +4.9861e+00 -1.8852e+00 +3.1192e+00 +2.5225e+00 +2.2137e+00 +1.5392e+00 +4.6686e+00 +4.8279e+00 -2.3569e+00 -4.7997e+00 -2.9392e+00 -4.2095e+00
764 +1.317008460e+02 +1.317008460e+02 +1.984108460e+02 +6.671000000e+01 -1.4071e+00 -4.9120e+00 +2.9982e+00 +1.4722e+00 -1.9485e+00 +3.7885e+00 -4.6452e+00 -7.9718e-01 +4.9861e+00 -1.8852e+00 -3.8116e+00 -3.3376e+00 +2.3795e+00 +1.8516e+00 +4.6686e+00 +4.8279e+00 -2.3569e+00 -4.7997e+00 -2.9392e+00 -4.2095e+00
1139 +9.106833106e+01 +9.106833106e+01 +1.577783311e+02 +6.671000000e+01 -2.4041e+00 -3.7779e+00 -4.1887e+00 +2.5608e+00 -1.1656e+00 +3.7885e+00 -4.6452e+00 -7.9718e-01 +4.2885e+00 -3.2977e+00 -3.8116e+00 -3.3376e+00 +2.1119e+00 +4.0515e+00 +4.6686e+00 +4.8279e+00 -3.2002e+00 -4.7296e+00 -3.9437e+00 -4.7497e+00
1705 +5.908849606e+01 +5.908849606e+01 +1.257984961e+02 +6.671000000e+01 -2.4041e+00 -3.7779e+00 -4.1887e+00 +2.5608e+00 -1.1656e+00 +3.7885e+00 -4.6452e+00 -4.7521e+00 +4.2885e+00 -3.2977e+00 -3.8116e+00 -3.3376e+00 +4.7441e+00 +4.0515e+00 +4.6686e+00 +4.7482e+00 -3.8789e+00 -4.7997e+00 -4.6993e+00 -4.7497e+00
2826 +3.697944386e+01 +3.697944386e+01 +1.036894439e+02 +6.671000000e+01 -2.6370e+00 -3.7779e+00 -5.1203e+00 +3.1847e+00 -1.1656e+00 +5.1583e+00 -4.9555e+00 -4.7521e+00 +4.2885e+00 -3.2736e+00 -5.1142e+00 -3.8129e+00 +4.7441e+00 +4.4345e+00 +4.6686e+00 +4.6780e+00 -4.5656e+00 -4.7997e+00 -5.4665e+00 -5.1711e+00
3581 +2.425632367e+01 +2.425632367e+01 +9.096632367e+01 +6.671000000e+01 -4.2046e+00 -3.7779e+00 -5.1203e+00 +3.1847e+00 -1.1656e+00 +5.1583e+00 -4.9555e+00 -5.6837e+00 +5.0724e+00 -4.1687e+00 -4.9110e+00 -3.8627e+00 +4.7441e+00 +4.6937e+00 +4.6686e+00 +5.2997e+00 -5.2708e+00 -4.7997e+00 -5.4665e+00 -4.9890e+00
4349 +1.404243909e+01 +1.404243909e+01 +8.075243909e+01 +6.671000000e+01 -4.2046e+00 -3.7779e+00 -6.5153e+00 +4.0112e+00 -1.7844e+00 +5.1583e+00 -4.9555e+00 -5.6837e+00 +4.9456e+00 -4.3600e+00 -4.5527e+00 -4.8942e+00 +5.9357e+00 +5.4064e+00 +5.0352e+00 +5.7983e+00 -5.2900e+00 -4.8497e+00 -5.4665e+00 -5.1418e+00
4912 +9.810871490e+00 +9.810871490e+00 +7.652087149e+01 +6.671000000e+01 -4.8904e+00 -3.7779e+00 -6.5153e+00 +4.0112e+00 -2.3371e+00 +5.1583e+00 -4.9555e+00 -4.7521e+00 +5.0724e+00 -5.1530e+00 -4.5527e+00 -4.8942e+00 +5.9357e+00 +5.4064e+00 +5.0352e+00 +5.7983e+00 -5.2900e+00 -5.0035e+00 -5.4665e+00 -5.1418e+00
5673 +4.974220199e+00 +4.974220199e+00 +7.168422020e+01 +6.671000000e+01 -4.8904e+00 -4.4542e+00 -6.5153e+00 +4.2077e+00 -3.7374e+00 +5.1583e+00 -4.9555e+00 -5.6837e+00 +5.0724e+00 -4.8101e+00 -5.1142e+00 -4.8942e+00 +5.9357e+00 +5.4896e+00 +5.0352e+00 +5.7983e+00 -5.2900e+00 -5.0035e+00 -5.4665e+00 -5.1418e+00
6040 +2.304073910e+00 +2.304073910e+00 +6.901407391e+01 +6.671000000e+01 -4.2046e+00 -4.7595e+00 -6.5153e+00 +4.6445e+00 -4.8568e+00 +5.1583e+00 -4.9555e+00 -5.6837e+00 +5.0724e+00 -5.1530e+00 -5.1142e+00 -4.8942e+00 +5.9357e+00 +5.4064e+00 +5.0352e+00 +5.7983e+00 -5.2900e+00 -5.0035e+00 -5.4665e+00 -5.1418e+00
6418 +1.124873609e+00 +1.124873609e+00 +6.783487361e+01 +6.671000000e+01 -4.8904e+00 -4.7595e+00 -6.5153e+00 +4.6445e+00 -4.8568e+00 +5.1583e+00 -5.0452e+00 -5.6837e+00 +5.0724e+00 -5.1530e+00 -5.1142e+00 -5.0680e+00 +5.9357e+00 +5.4064e+00 +5.0352e+00 +5.7983e+00 -5.2900e+00 -5.0035e+00 -5.4665e+00 -5.1418e+00
6610 +9.202636992e-01 +9.202636992e-01 +6.763026370e+01 +6.671000000e+01 -4.8904e+00 -4.6500e+00 -6.5153e+00 +4.9367e+00 -4.8568e+00 +5.1583e+00 -4.9555e+00 -5.6837e+00 +5.0724e+00 -5.1530e+00 -5.1142e+00 -5.2276e+00 +5.9357e+00 +5.9604e+00 +5.7080e+00 +5.7983e+00 -5.4446e+00 -5.0035e+00 -5.4665e+00 -5.1418e+00
6795 +5.951028850e-01 +5.951028850e-01 +6.730510289e+01 +6.671000000e+01 -4.8904e+00 -4.7758e+00 -6.5153e+00 +5.3550e+00 -4.8568e+00 +5.1583e+00 -5.0452e+00 -5.6837e+00 +5.0724e+00 -5.1530e+00 -5.1142e+00 -5.0680e+00 +5.9357e+00 +5.4064e+00 +5.0352e+00 +5.7983e+00 -5.2900e+00 -5.0035e+00 -5.4665e+00 -5.1418e+00
7175 +1.096209791e-01 +1.096209791e-01 +6.681962098e+01 +6.671000000e+01 -4.8904e+00 -6.0403e+00 -6.5153e+00 +5.1020e+00 -5.6305e+00 +5.1583e+00 -5.4304e+00 -6.1321e+00 +5.0555e+00 -5.1530e+00 -5.1142e+00 -5.0680e+00 +5.9357e+00 +5.4064e+00 +5.0352e+00 +5.7983e+00 -5.2900e+00 -5.0035e+00 -5.4665e+00 -5.1418e+00
7555 +4.263256415e-14 +4.263256415e-14 +6.671000000e+01 +6.671000000e+01 -5.0818e+00 -6.0403e+00 -5.9585e+00 +5.1020e+00 -5.6918e+00 +5.1583e+00 -5.0452e+00 -6.1321e+00 +5.0555e+00 -5.1530e+00 -5.1142e+00 -5.0680e+00 +5.9357e+00 +5.4064e+00 +5.5091e+00 +5.7983e+00 -5.6134e+00 -5.0035e+00 -5.4665e+00 -5.1418e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.988997042e+02 +3.988997042e+02 +1.340569704e+03 +9.416700000e+02 +2.1772e+00 +1.4288e+00 -3.0228e+00 -3.5272e+00 +4.6824e+00 -4.7294e+00 +7.5075e-01 -9.3628e-04 +2.4190e+00 -6.8654e-01 -1.9656e+00 -1.5571e+00 -4.2033e+00 +2.6236e+00 -2.1418e+00 +3.6983e+00 -9.4584e-02 +3.6960e+00 -2.4416e+00 -6.7732e-01
390 +2.257521235e+02 +2.257521235e+02 +1.167422124e+03 +9.416700000e+02 +2.5702e+00 +3.0290e+00 -4.2276e+00 +3.0364e+00 +4.5100e+00 -4.0877e+00 -7.8942e-01 +2.4266e+00 +5.3925e-01 -4.9690e+00 +2.8552e+00 +3.2528e+00 -3.8187e+00 -2.8769e+00 +4.8568e+00 -4.3650e+00 -1.3892e+00 +4.9813e+00 +3.7268e+00 +3.4626e+00
763 +1.342775691e+02 +1.342775691e+02 +1.075947569e+03 +9.416700000e+02 +2.5702e+00 -4.2631e+00 +1.5405e+00 -2.1408e+00 -3.1757e+00 -3.7101e+00 +7.2861e-01 -4.8195e+00 +4.2923e+00 -4.1939e+00 +2.9601e+00 +4.4362e+00 -1.0971e+00 -4.5056e+00 +3.3431e+00 +4.9517e+00 -1.3892e+00 +4.9813e+00 +3.7268e+00 +3.4626e+00
1147 +9.803163009e+01 +9.803163009e+01 +1.039701630e+03 +9.416700000e+02 -4.2814e+00 -3.5699e+00 +2.1292e+00 +3.0364e+00 +4.5100e+00 -4.0877e+00 -4.0722e+00 -2.3462e+00 +2.9815e+00 -4.9690e+00 +3.1277e+00 +3.2528e+00 -3.8187e+00 -2.8769e+00 +4.8568e+00 +4.3616e+00 -4.0342e+00 +4.9813e+00 +3.7268e+00 +4.2519e+00
1895 +5.890301856e+01 +5.890301856e+01 +1.000573019e+03 +9.416700000e+02 -4.2814e+00 -3.5699e+00 +4.8006e+00 -1.2675e-01 -3.1757e+00 -3.7101e+00 -3.7704e+00 -4.8195e+00 +4.2923e+00 -4.9690e+00 +2.8552e+00 +4.8981e+00 -3.8187e+00 -4.5056e+00 +4.8568e+00 +4.3616e+00 -4.0342e+00 +4.9813e+00 +3.7268e+00 +4.9202e+00
2667 +3.864332883e+01 +3.864332883e+01 +9.803133288e+02 +9.416700000e+02 -4.2814e+00 -3.5699e+00 +4.5103e+00 +3.0364e+00 -3.0683e+00 -4.0877e+00 -4.0722e+00 -4.8195e+00 +4.2923e+00 -4.8398e+00 +3.1277e+00 +4.8981e+00 -3.5647e+00 -5.1132e+00 +6.0104e+00 +4.3616e+00 -4.9704e+00 +4.9813e+00 +4.3831e+00 +4.9202e+00
3614 +2.426079222e+01 +2.426079222e+01 +9.659307922e+02 +9.416700000e+02 -4.2814e+00 -3.0821e+00 +4.8006e+00 +3.0364e+00 -3.0683e+00 -4.0877e+00 -4.0722e+00 -5.6677e+00 +4.2923e+00 -4.9690e+00 +4.2765e+00 +4.8981e+00 -3.5647e+00 -5.1132e+00 +6.0104e+00 +4.9517e+00 -4.9704e+00 +4.9813e+00 +5.6183e+00 +5.5634e+00
4763 +1.441563907e+01 +1.441563907e+01 +9.560856391e+02 +9.416700000e+02 -4.2814e+00 -3.5699e+00 +4.8006e+00 +3.3017e+00 -4.1957e+00 -4.0877e+00 -5.0912e+00 -4.8195e+00 +5.1444e+00 -4.9690e+00 +4.7180e+00 +5.2948e+00 -4.0670e+00 -5.1132e+00 +5.9747e+00 +4.9517e+00 -4.9704e+00 +4.9813e+00 +4.9659e+00 +5.5634e+00
5154 +8.889180237e+00 +8.889180237e+00 +9.505591802e+02 +9.416700000e+02 -4.2814e+00 -3.5699e+00 +4.8006e+00 +3.3017e+00 -4.1957e+00 -4.9235e+00 -5.0912e+00 -4.8195e+00 +5.1444e+00 -4.9690e+00 +4.7180e+00 +5.2948e+00 -5.2740e+00 -5.1132e+00 +5.9747e+00 +4.9517e+00 -4.9704e+00 +4.9813e+00 +4.9659e+00 +5.5634e+00
6106 +5.868595788e+00 +5.868595788e+00 +9.475385958e+02 +9.416700000e+02 -4.5478e+00 -4.2464e+00 +4.8006e+00 +3.9248e+00 -4.1957e+00 -4.9235e+00 -5.0912e+00 -4.8195e+00 +5.1444e+00 -4.9690e+00 +5.6563e+00 +5.2948e+00 -5.2740e+00 -5.1132e+00 +5.9747e+00 +4.9517e+00 -4.9704e+00 +5.6186e+00 +4.9659e+00 +5.5634e+00
