% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
79656 +1.581635999e+01 +1.581635999e+01 -4.462736400e+02 -4.620900000e+02 +1.3501e+00 +3.2583e+00 +2.1973e+00 +7.8344e-01 +1.5128e+00 +2.1804e+00 +2.5323e+00 +2.5683e+00 +1.7958e+00 +6.0609e-01 +2.7274e+00 -3.8043e+00 +1.2842e-01 -3.4408e+00 +9.4506e-01 -3.4967e+00 -2.8585e-02 +3.3217e+00 +2.8268e+00 +1.8558e+00
142119 +9.442437353e+00 +9.442437353e+00 -4.526475626e+02 -4.620900000e+02 +1.3501e+00 +3.2583e+00 +2.1973e+00 +7.4780e-01 +1.4488e+00 +2.1804e+00 +2.5323e+00 +2.5683e+00 +1.7922e+00 +1.5824e-02 +2.7274e+00 -3.8043e+00 +1.2842e-01 -2.9783e+00 +1.3855e+00 -3.4967e+00 -2.8585e-02 +3.3217e+00 +2.8268e+00 +1.8291e+00
180627 +6.047917338e+00 +6.047917338e+00 -4.560420827e+02 -4.620900000e+02 +1.3501e+00 +3.2583e+00 +2.1973e+00 +7.4780e-01 +1.4488e+00 +2.1804e+00 +2.5323e+00 +2.5683e+00 +1.7958e+00 +6.6181e-02 +2.7274e+00 -3.7788e+00 +1.2842e-01 -2.9550e+00 +1.3855e+00 -3.9115e+00 -2.8585e-02 +2.9595e+00 +2.8268e+00 +1.8291e+00
219656 +3.797685303e+00 +3.797685303e+00 -4.582923147e+02 -4.620900000e+02 +2.2793e+00 +2.2697e+00 +2.1973e+00 +7.4780e-01 +1.4488e+00 +2.1804e+00 +2.5323e+00 +2.6056e+00 +1.7958e+00 +4.7875e-02 +2.7274e+00 -3.8043e+00 +1.2842e-01 -2.9689e+00 +1.3779e+00 -3.9331e+00 +3.3438e-01 +2.9315e+00 +2.8252e+00 +1.8200e+00
222666 +2.447070164e+00 +2.447070164e+00 -4.596429298e+02 -4.620900000e+02 +2.3416e+00 +2.2697e+00 +2.1953e+00 +7.4780e-01 +1.4861e+00 +2.1804e+00 +2.5323e+00 +2.6056e+00 +1.7958e+00 +4.7875e-02 +2.7274e+00 -3.7788e+00 +1.2842e-01 -2.9689e+00 +1.3779e+00 -3.9263e+00 +3.3438e-01 +2.9484e+00 +2.8252e+00 +1.8200e+00
297669 +1.159551839e+00 +1.159551839e+00 -4.609304482e+02 -4.620900000e+02 +2.3416e+00 +2.3053e+00 +2.1953e+00 +7.1748e-01 +2.3016e+00 +2.1804e+00 +2.5323e+00 +2.6056e+00 +1.7958e+00 +4.7875e-02 +2.7274e+00 -3.7788e+00 +1.2842e-01 -2.9689e+00 +1.3779e+00 -3.9263e+00 +3.3438e-01 +2.9484e+00 +2.8252e+00 +1.8200e+00
394290 +9.319981492e-01 +9.319981492e-01 -4.611580019e+02 -4.620900000e+02 +2.3416e+00 +2.2893e+00 +2.2152e+00 +7.2777e-01 +2.2802e+00 +2.1714e+00 +2.5323e+00 +2.6056e+00 +1.7958e+00 +6.2010e-02 +2.7401e+00 -3.7788e+00 +1.3643e-01 -2.9550e+00 +1.3855e+00 -3.9331e+00 +3.3016e-01 +2.9562e+00 +2.8268e+00 +1.8137e+00
421840 +6.005424683e-01 +6.005424683e-01 -4.614894575e+02 -4.620900000e+02 +2.3187e+00 +2.2878e+00 +2.2031e+00 +7.2033e-01 +2.2885e+00 +2.1761e+00 +2.5323e+00 +2.6079e+00 +1.8028e+00 +4.7456e-02 +2.7474e+00 -3.7788e+00 +1.2842e-01 -2.9689e+00 +1.3779e+00 -3.9233e+00 +3.3902e-01 +2.9469e+00 +2.8284e+00 +1.8200e+00
427317 +3.976953182e-01 +3.976953182e-01 -4.616923047e+02 -4.620900000e+02 +2.3390e+00 +2.2878e+00 +2.2031e+00 +7.2602e-01 +2.2885e+00 +2.1761e+00 +2.5323e+00 +2.6079e+00 +1.8028e+00 +5.3754e-02 +2.7474e+00 -3.7788e+00 +1.2842e-01 -2.9592e+00 +1.3779e+00 -3.9233e+00 +3.3902e-01 +2.9469e+00 +2.8284e+00 +1.8200e+00
496266 +2.504647429e-01 +2.504647429e-01 -4.618395353e+02 -4.620900000e+02 +2.3390e+00 +2.2878e+00 +2.2108e+00 +7.2033e-01 +2.2988e+00 +2.1761e+00 +2.5323e+00 +2.6035e+00 +1.8028e+00 +5.3754e-02 +2.7474e+00 -3.7788e+00 +1.3643e-01 -2.9592e+00 +1.3779e+00 -3.9233e+00 +3.3902e-01 +2.9469e+00 +2.8284e+00 +1.8200e+00
646849 +1.539918118e-01 +1.539918118e-01 -4.619360082e+02 -4.620900000e+02 +2.3390e+00 +2.2942e+00 +2.2108e+00 +7.1748e-01 +2.2988e+00 +2.1804e+00 +2.5458e+00 +2.6035e+00 +1.8028e+00 +5.3754e-02 +2.7474e+00 -3.7788e+00 +1.3643e-01 -2.9618e+00 +1.3779e+00 -3.9233e+00 +3.3902e-01 +2.9470e+00 +2.8284e+00 +1.8200e+00
654670 +9.340795140e-02 +9.340795140e-02 -4.619965920e+02 -4.620900000e+02 +2.3390e+00 +2.2992e+00 +2.2108e+00 +7.2787e-01 +2.2988e+00 +2.1804e+00 +2.5458e+00 +2.6035e+00 +1.8028e+00 +5.3754e-02 +2.7491e+00 -3.7829e+00 +1.3643e-01 -2.9618e+00 +1.3779e+00 -3.9233e+00 +3.3902e-01 +2.9470e+00 +2.8284e+00 +1.8200e+00
682418 +4.819413546e-02 +4.819413546e-02 -4.620418059e+02 -4.620900000e+02 +2.3390e+00 +2.3053e+00 +2.2108e+00 +7.2787e-01 +2.2988e+00 +2.1761e+00 +2.5454e+00 +2.5967e+00 +1.8028e+00 +5.5446e-02 +2.7474e+00 -3.7808e+00 +1.3643e-01 -2.9618e+00 +1.3812e+00 -3.9233e+00 +3.3902e-01 +2.9484e+00 +2.8288e+00 +1.8200e+00
780761 +3.805450191e-02 +3.805450191e-02 -4.620519455e+02 -4.620900000e+02 +2.3390e+00 +2.2981e+00 +2.2108e+00 +7.2787e-01 +2.2988e+00 +2.1760e+00 +2.5458e+00 +2.6031e+00 +1.8028e+00 +5.7896e-02 +2.7494e+00 -3.7847e+00 +1.3643e-01 -2.9605e+00 +1.3851e+00 -3.9233e+00 +3.3902e-01 +2.9469e+00 +2.8284e+00 +1.8200e+00
788357 +2.497360241e-02 +2.497360241e-02 -4.620650264e+02 -4.620900000e+02 +2.3390e+00 +2.2981e+00 +2.2108e+00 +7.2787e-01 +2.2988e+00 +2.1760e+00 +2.5458e+00 +2.6031e+00 +1.8028e+00 +5.7896e-02 +2.7494e+00 -3.7847e+00 +1.3643e-01 -2.9605e+00 +1.3848e+00 -3.9233e+00 +3.3902e-01 +2.9469e+00 +2.8284e+00 +1.8200e+00
1016451 +1.284352356e-02 +1.284352356e-02 -4.620771565e+02 -4.620900000e+02 +2.3390e+00 +2.3004e+00 +2.2108e+00 +7.2787e-01 +2.2988e+00 +2.1760e+00 +2.5458e+00 +2.5975e+00 +1.8028e+00 +5.7896e-02 +2.7494e+00 -3.7847e+00 +1.3643e-01 -2.9605e+00 +1.3848e+00 -3.9233e+00 +3.3902e-01 +2.9470e+00 +2.8284e+00 +1.8200e+00
1151008 +9.766082504e-03 +9.766082504e-03 -4.620802339e+02 -4.620900000e+02 +2.3390e+00 +2.3004e+00 +2.2108e+00 +7.2787e-01 +2.2988e+00 +2.1760e+00 +2.5458e+00 +2.5975e+00 +1.8028e+00 +5.7896e-02 +2.7494e+00 -3.7838e+00 +1.3643e-01 -2.9605e+00 +1.3848e+00 -3.9233e+00 +3.3902e-01 +2.9484e+00 +2.8288e+00 +1.8200e+00
1524664 +6.222080758e-03 +6.222080758e-03 -4.620837779e+02 -4.620900000e+02 +2.3393e+00 +2.2998e+00 +2.2118e+00 +7.2790e-01 +2.2988e+00 +2.1756e+00 +2.5458e+00 +2.5988e+00 +1.8030e+00 +5.7896e-02 +2.7494e+00 -3.7838e+00 +1.3673e-01 -2.9605e+00 +1.3848e+00 -3.9233e+00 +3.3902e-01 +2.9481e+00 +2.8292e+00 +1.8200e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.347624816e+04 +1.347624816e+04 +1.355390816e+04 +7.766000000e+01 +1.7857e+00 -3.7622e+00 +3.8861e+00 -4.2965e+00 +3.6515e+00 -2.4578e+00 -3.4367e+00 -4.7718e-01 +3.1663e+00 -3.2039e+00 +1.1373e+00 +2.2236e-01 +3.2162e+00 -4.4200e+00 -1.3408e+00 +2.3123e+00 +2.9981e+00 -4.5975e+00 -2.0645e+00 +2.3621e+00
191 +5.368257512e+02 +5.368257512e+02 +6.144857512e+02 +7.766000000e+01 +1.7192e+00 -2.1778e+00 +1.5895e-01 +2.5739e+00 +2.6365e+00 +2.2768e+00 -1.9153e+00 -3.3829e+00 -1.4591e+00 -1.7265e+00 +1.5740e+00 +1.7549e+00 +1.1194e-01 +2.5415e+00 +4.3438e-01 +3.9537e+00 -2.6756e-01 -3.7854e+00 +1.0301e+00 -3.2951e+00
1751 +3.723598121e+02 +3.723598121e+02 +4.500198121e+02 +7.766000000e+01 +1.7192e+00 +1.1092e+00 -1.5987e+00 -8.1368e-01 -1.0125e+00 -6.4375e-01 +9.3825e-01 -1.1045e+00 -1.6973e+00 -1.3359e+00 +1.7945e-01 +2.2937e-01 -1.4246e-01 -2.7232e-01 +7.3207e-01 +2.5984e+00 -1.0084e+00 -4.8659e+00 +1.7780e+00 -3.2951e+00
3316 +2.407615818e+02 +2.407615818e+02 +3.184215818e+02 +7.766000000e+01 +1.2527e+00 +1.1092e+00 -1.3250e+00 +2.5739e+00 +2.6365e+00 +1.3055e-01 +6.5828e-01 -1.1045e+00 -4.0546e-01 -1.7333e+00 +1.5740e+00 +3.8359e+00 -1.4246e-01 -5.9617e-01 +1.6210e+00 +1.2715e+00 -2.6756e-01 -3.7854e+00 +1.6048e+00 -4.0879e+00
5085 +1.499931335e+02 +1.499931335e+02 +2.276531335e+02 +7.766000000e+01 +4.8895e-01 -1.7714e+00 +4.8007e-01 +2.5739e+00 +2.6365e+00 +1.3055e-01 -1.7677e-01 -1.1045e+00 -4.0546e-01 -1.7265e+00 +2.2267e+00 -4.5919e-01 -1.4246e-01 -2.7232e-01 +1.6210e+00 +1.2715e+00 -2.6756e-01 -3.7749e+00 +1.7780e+00 -4.1921e+00
7247 +8.864642060e+01 +8.864642060e+01 +1.663064206e+02 +7.766000000e+01 +6.1106e-01 -1.7714e+00 +4.8007e-01 +2.5739e+00 +2.4301e+00 -4.7057e-01 -1.7677e-01 -1.1045e+00 +1.6835e-01 -1.6492e+00 +2.3963e+00 -4.5919e-01 -1.4246e-01 -1.1428e+00 +1.6492e+00 +1.3817e+00 -5.3409e-01 -3.7749e+00 +2.7139e+00 -4.0879e+00
18142 +6.239169547e+01 +6.239169547e+01 +1.400516955e+02 +7.766000000e+01 +2.2392e+00 -7.5485e-01 +3.6663e-01 +4.0858e+00 +1.7399e+00 -1.1903e+00 -1.4832e+00 +7.4333e-01 +2.2682e-01 -3.8709e+00 +2.5234e+00 +8.0800e-02 -2.0993e-01 -1.1675e+00 +1.9212e+00 +1.3327e+00 -5.4157e-02 -3.0834e+00 +2.7518e+00 -3.7247e+00
48171 +3.972143091e+01 +3.972143091e+01 +1.173814309e+02 +7.766000000e+01 +2.4001e+00 -9.0897e-01 +1.1742e+00 +3.2730e+00 +2.4202e+00 +3.0973e-01 -6.5749e-01 +1.0153e-01 -5.3572e-01 -4.4744e+00 +2.2771e+00 +6.8957e-01 -1.1485e-01 -1.6224e+00 +2.4212e+00 +8.9916e-01 -2.3465e-02 -2.3685e+00 +2.4144e+00 -3.4538e+00
81443 +2.381343325e+01 +2.381343325e+01 +1.014734333e+02 +7.766000000e+01 +2.3888e+00 -1.8019e+00 +1.2395e+00 +3.4113e+00 +2.4625e+00 +2.3463e-01 -6.9219e-01 +8.4968e-02 +2.2682e-01 -3.8709e+00 +2.9114e+00 +6.5733e-01 -2.0993e-01 -2.0739e+00 +2.4209e+00 +1.3327e+00 -5.4157e-02 -3.0834e+00 +2.7518e+00 -3.4099e+00
91118 +1.541462787e+01 +1.541462787e+01 +9.307462787e+01 +7.766000000e+01 +2.3512e+00 -8.3648e-01 +1.2568e+00 +4.1912e+00 +2.4496e+00 -5.1159e-01 -1.7677e-01 -5.9801e-01 +1.6835e-01 -3.8796e+00 +2.3963e+00 +1.3188e-01 -1.7447e-01 -1.1428e+00 +2.8010e+00 +1.3817e+00 -1.0206e-01 -2.7270e+00 +2.4529e+00 -3.4289e+00
122661 +9.980723692e+00 +9.980723692e+00 +8.764072369e+01 +7.766000000e+01 +2.3931e+00 -1.8019e+00 +1.2395e+00 +3.2678e+00 +2.4625e+00 -5.2797e-01 +5.4873e-01 +1.1875e-01 +1.4108e-01 -3.8709e+00 +2.4021e+00 +1.3815e-01 -1.8258e-01 -1.5970e+00 +2.4209e+00 +1.3327e+00 -5.4157e-02 -2.7340e+00 +2.7573e+00 -3.4693e+00
169079 +6.135238849e+00 +6.135238849e+00 +8.379523885e+01 +7.766000000e+01 +2.3868e+00 -8.3648e-01 +1.2568e+00 +3.3623e+00 +2.4496e+00 -5.1159e-01 -1.7677e-01 +1.5281e-01 +1.6835e-01 -3.8796e+00 +2.9384e+00 +1.3188e-01 -1.7447e-01 -1.5912e+00 +2.8010e+00 +1.3387e+00 +2.9444e-01 -2.7645e+00 +2.7472e+00 -3.4604e+00
230543 +3.980399551e+00 +3.980399551e+00 +8.164039955e+01 +7.766000000e+01 +2.3868e+00 -8.3648e-01 +1.2728e+00 +3.3093e+00 +2.4496e+00 -5.1159e-01 +5.5677e-01 +1.1875e-01 +1.6835e-01 -3.8796e+00 +2.9384e+00 +1.3188e-01 -1.7447e-01 -1.5912e+00 +2.8010e+00 +1.3387e+00 +2.9444e-01 -2.7645e+00 +2.7663e+00 -3.4604e+00
259634 +2.475273932e+00 +2.475273932e+00 +8.013527393e+01 +7.766000000e+01 +2.3931e+00 -8.3254e-01 +1.2631e+00 +3.3358e+00 +2.4625e+00 -5.2797e-01 +5.8951e-01 +1.1875e-01 +1.5959e-01 -3.8709e+00 +2.9451e+00 +1.4651e-01 +2.9490e-01 -1.5970e+00 +2.8013e+00 +1.3327e+00 -7.2566e-02 -2.7504e+00 +2.7591e+00 -3.4538e+00
338050 +1.571329688e+00 +1.571329688e+00 +7.923132969e+01 +7.766000000e+01 +2.3931e+00 -8.3254e-01 +1.2631e+00 +3.3358e+00 +2.4625e+00 -5.2797e-01 +5.8951e-01 +1.1875e-01 +1.5959e-01 -3.8709e+00 +2.9451e+00 +1.4651e-01 +2.9490e-01 -1.5970e+00 +2.8013e+00 +1.3327e+00 +2.8542e-01 -2.7504e+00 +2.7591e+00 -3.4538e+00
384581 +9.913501059e-01 +9.913501059e-01 +7.865135011e+01 +7.766000000e+01 +2.3941e+00 -8.6670e-01 +1.2738e+00 +3.3220e+00 +2.4625e+00 -5.2797e-01 +5.7981e-01 +1.1875e-01 +1.6365e-01 -3.8709e+00 +2.9357e+00 +1.6034e-01 +2.9490e-01 -1.5997e+00 +2.8048e+00 +1.3502e+00 +2.9147e-01 -2.7577e+00 +2.7660e+00 -3.4538e+00
442165 +5.637985257e-01 +5.637985257e-01 +7.822379853e+01 +7.766000000e+01 +2.3888e+00 -8.5200e-01 +1.2561e+00 +3.3151e+00 +2.4625e+00 -5.5194e-01 +5.7980e-01 +1.1875e-01 +1.6835e-01 -3.8660e+00 +2.9384e+00 +1.5302e-01 +2.9869e-01 -1.5997e+00 +2.8099e+00 +1.3564e+00 +2.9444e-01 -2.7476e+00 +2.7643e+00 -3.4538e+00
516921 +3.929205786e-01 +3.929205786e-01 +7.805292058e+01 +7.766000000e+01 +2.3868e+00 -8.5562e-01 +1.2728e+00 +3.3093e+00 +2.4625e+00 -5.3919e-01 +5.8465e-01 +1.1875e-01 +1.6835e-01 -3.8668e+00 +2.9541e+00 +1.5385e-01 +2.8782e-01 -1.5997e+00 +2.8155e+00 +1.3600e+00 +2.9444e-01 -2.7437e+00 +2.7663e+00 -3.4489e+00
545478 +2.460684813e-01 +2.460684813e-01 +7.790606848e+01 +7.766000000e+01 +2.3868e+00 -8.5562e-01 +1.2728e+00 +3.3093e+00 +2.4625e+00 -5.3919e-01 +5.8465e-01 +1.1875e-01 +1.6835e-01 -3.8668e+00 +2.9541e+00 +1.5385e-01 +2.9853e-01 -1.5997e+00 +2.8202e+00 +1.3600e+00 +2.9444e-01 -2.7467e+00 +2.7663e+00 -3.4489e+00
549626 +1.447103274e-01 +1.447103274e-01 +7.780471033e+01 +7.766000000e+01 +2.3931e+00 -8.6127e-01 +1.2728e+00 +3.3240e+00 +2.4625e+00 -5.3982e-01 +5.8465e-01 +1.1875e-01 +1.6835e-01 -3.8668e+00 +2.9541e+00 +1.5385e-01 +2.9853e-01 -1.5997e+00 +2.8202e+00 +1.3600e+00 +2.9444e-01 -2.7467e+00 +2.7663e+00 -3.4538e+00
623549 +9.488202448e-02 +9.488202448e-02 +7.775488202e+01 +7.766000000e+01 +2.3931e+00 -8.5562e-01 +1.2728e+00 +3.3240e+00 +2.4625e+00 -5.3919e-01 +5.8951e-01 +1.1875e-01 +1.6835e-01 -3.8668e+00 +2.9541e+00 +1.5385e-01 +2.9853e-01 -1.5997e+00 +2.8202e+00 +1.3571e+00 +2.9444e-01 -2.7467e+00 +2.7663e+00 -3.4538e+00
703768 +5.677757086e-02 +5.677757086e-02 +7.771677757e+01 +7.766000000e+01 +2.3931e+00 -8.5562e-01 +1.2714e+00 +3.3240e+00 +2.4625e+00 -5.3919e-01 +5.8951e-01 +1.1674e-01 +1.6835e-01 -3.8603e+00 +2.9541e+00 +1.5385e-01 +2.9853e-01 -1.5997e+00 +2.8202e+00 +1.3571e+00 +2.9444e-01 -2.7467e+00 +2.7663e+00 -3.4538e+00
737188 +3.666941245e-02 +3.666941245e-02 +7.769666941e+01 +7.766000000e+01 +2.3967e+00 -8.5562e-01 +1.2665e+00 +3.3221e+00 +2.4631e+00 -5.3864e-01 +5.8951e-01 +1.1674e-01 +1.6835e-01 -3.8604e+00 +2.9541e+00 +1.5240e-01 +2.9853e-01 -1.5997e+00 +2.8190e+00 +1.3564e+00 +2.9365e-01 -2.7504e+00 +2.7663e+00 -3.4538e+00
959293 +2.215315232e-02 +2.215315232e-02 +7.768215315e+01 +7.766000000e+01 +2.3967e+00 -8.5562e-01 +1.2665e+00 +3.3221e+00 +2.4631e+00 -5.3919e-01 +5.8951e-01 +1.1674e-01 +1.6900e-01 -3.8604e+00 +2.9541e+00 +1.4927e-01 +2.9853e-01 -1.5997e+00 +2.8190e+00 +1.3533e+00 +2.9444e-01 -2.7504e+00 +2.7667e+00 -3.4529e+00
1035830 +1.429823874e-02 +1.429823874e-02 +7.767429824e+01 +7.766000000e+01 +2.3984e+00 -8.5562e-01 +1.2719e+00 +3.3240e+00 +2.4625e+00 -5.3919e-01 +5.8951e-01 +1.1674e-01 +1.6835e-01 -3.8597e+00 +2.9541e+00 +1.4965e-01 +2.9853e-01 -1.6024e+00 +2.8202e+00 +1.3550e+00 +2.9444e-01 -2.7491e+00 +2.7663e+00 -3.4538e+00
1205339 +8.842565483e-03 +8.842565483e-03 +7.766884257e+01 +7.766000000e+01 +2.3967e+00 -8.5562e-01 +1.2719e+00 +3.3240e+00 +2.4631e+00 -5.3919e-01 +5.8951e-01 +1.1674e-01 +1.6900e-01 -3.8604e+00 +2.9541e+00 +1.4965e-01 +2.9853e-01 -1.6024e+00 +2.8190e+00 +1.3550e+00 +2.9444e-01 -2.7492e+00 +2.7663e+00 -3.4529e+00
1424641 +6.161371476e-03 +6.161371476e-03 +7.766616137e+01 +7.766000000e+01 +2.3984e+00 -8.5562e-01 +1.2719e+00 +3.3231e+00 +2.4631e+00 -5.3919e-01 +5.8951e-01 +1.1552e-01 +1.6900e-01 -3.8604e+00 +2.9541e+00 +1.5029e-01 +2.9853e-01 -1.6024e+00 +2.8192e+00 +1.3550e+00 +2.9444e-01 -2.7492e+00 +2.7670e+00 -3.4529e+00
1601796 +3.482677077e-03 +3.482677077e-03 +7.766348268e+01 +7.766000000e+01 +2.3984e+00 -8.5562e-01 +1.2719e+00 +3.3240e+00 +2.4628e+00 -5.3919e-01 +5.8951e-01 +1.1674e-01 +1.6835e-01 -3.8604e+00 +2.9549e+00 +1.4999e-01 +2.9758e-01 -1.6024e+00 +2.8196e+00 +1.3532e+00 +2.9419e-01 -2.7491e+00 +2.7670e+00 -3.4529e+00
1746918 +2.503040986e-03 +2.503040986e-03 +7.766250304e+01 +7.766000000e+01 +2.3984e+00 -8.5562e-01 +1.2720e+00 +3.3231e+00 +2.4631e+00 -5.3919e-01 +5.8951e-01 +1.1618e-01 +1.6958e-01 -3.8604e+00 +2.9541e+00 +1.5029e-01 +2.9758e-01 -1.6024e+00 +2.8192e+00 +1.3535e+00 +2.9419e-01 -2.7496e+00 +2.7670e+00 -3.4529e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.429450740e+03 +2.429450740e+03 +2.545130740e+03 +1.156800000e+02 -2.1311e+00 +1.6342e+00 -4.5588e+00 -4.9458e+00 +3.6991e+00 -2.0327e+00 +2.2651e+00 -3.4857e+00 -3.7711e+00 +1.6269e+00 +2.6303e+00 +4.2965e+00 +8.0616e-01 -2.7387e+00 +3.7230e+00 -2.1099e+00 -3.9543e+00 +5.7516e-02 +2.8794e+00 -2.0966e+00
188 +6.594507961e+02 +6.594507961e+02 +7.751307961e+02 +1.156800000e+02 -4.5860e-02 +3.1643e+00 +7.4329e-01 +2.7504e+00 -1.9369e+00 +1.5961e+00 +7.2834e-01 -4.1517e-03 +2.0894e+00 -4.4834e-02 +2.9082e+00 -3.0997e-01 -1.7068e+00 +2.3024e+00 -2.8181e-01 +2.9198e+00 +9.4604e-02 +3.0672e+00 +3.4584e+00 +8.8580e-01
1110 +5.943579506e+02 +5.943579506e+02 +7.100379506e+02 +1.156800000e+02 -4.6842e+00 -7.5155e-01 -1.3615e+00 +5.1125e-01 -1.4171e+00 -6.6934e-01 +2.7454e+00 -1.5732e+00 +2.3992e+00 +4.1604e+00 +3.4357e+00 -4.7299e+00 +3.3648e+00 +1.9489e+00 +1.6661e+00 -9.6627e-01 -1.5512e+00 +3.5995e+00 +1.9074e+00 +1.3899e+00
1857 +3.955370134e+02 +3.955370134e+02 +5.112170134e+02 +1.156800000e+02 -3.7457e+00 -2.9880e+00 -2.3761e-01 +2.9936e+00 +6.3912e-01 -4.7849e+00 +2.5653e+00 -1.5732e+00 +2.3992e+00 -3.6608e+00 +2.3171e+00 -2.4858e+00 +1.5915e+00 +2.1756e+00 +1.2792e+00 +1.7039e+00 +9.4604e-02 +3.0672e+00 +3.4584e+00 +8.8580e-01
