% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
59008 +1.568504174e+01 +1.568504174e+01 -4.464049583e+02 -4.620900000e+02 +2.3067e+00 +2.2798e+00 +2.1733e+00 +7.3152e-01 +1.4276e+00 +2.2188e+00 +2.5162e+00 +2.5565e+00 +1.1401e+00 +6.3529e-02 +2.2266e+00 -3.2323e+00 +1.1777e-01 -2.9784e+00 +1.3610e+00 -3.4952e+00 +3.4095e-01 +2.9540e+00 +2.8145e+00 +1.8269e+00
63134 +7.945763224e+00 +7.945763224e+00 -4.541442368e+02 -4.620900000e+02 +2.3067e+00 +2.3118e+00 +2.2068e+00 +7.3152e-01 +1.4276e+00 +2.1960e+00 +2.5162e+00 +2.6386e+00 +1.1401e+00 +6.3529e-02 +2.7437e+00 -4.3585e+00 +1.3697e-01 -2.9646e+00 +1.3740e+00 -3.4952e+00 +3.4095e-01 +2.9451e+00 +2.8306e+00 +1.8269e+00
63507 +6.105315727e+00 +6.105315727e+00 -4.559846843e+02 -4.620900000e+02 +2.3067e+00 +2.3118e+00 +2.2068e+00 +7.3152e-01 +1.4276e+00 +2.1960e+00 +2.5162e+00 +2.6386e+00 +1.1401e+00 +6.3529e-02 +2.7437e+00 -3.7801e+00 +1.3697e-01 -2.9646e+00 +1.3740e+00 -3.4952e+00 +3.4095e-01 +2.9451e+00 +2.8306e+00 +1.8269e+00
73579 +3.705991418e+00 +3.705991418e+00 -4.583840086e+02 -4.620900000e+02 +2.3168e+00 +2.3047e+00 +2.2119e+00 +7.3152e-01 +2.2985e+00 +2.1659e+00 +2.5475e+00 +2.5565e+00 +1.7690e+00 +6.3529e-02 +2.7493e+00 -3.8044e+00 +1.1777e-01 -2.9784e+00 +1.3765e+00 -3.9229e+00 +3.4095e-01 +2.9499e+00 +2.8145e+00 +1.8269e+00
103649 +2.080759488e+00 +2.080759488e+00 -4.600092405e+02 -4.620900000e+02 +2.3411e+00 +2.3106e+00 +2.1887e+00 +7.3152e-01 +2.2866e+00 +2.1940e+00 +2.5162e+00 +2.5833e+00 +1.7852e+00 +6.3529e-02 +2.7439e+00 -3.7700e+00 +1.3398e-01 -2.9611e+00 +1.3846e+00 -3.9057e+00 +3.3159e-01 +2.9540e+00 +2.8167e+00 +1.8235e+00
104792 +1.500144102e+00 +1.500144102e+00 -4.605898559e+02 -4.620900000e+02 +2.3411e+00 +2.3106e+00 +2.1887e+00 +7.3152e-01 +2.2866e+00 +2.1940e+00 +2.5420e+00 +2.5833e+00 +1.8016e+00 +6.3529e-02 +2.7439e+00 -3.7700e+00 +1.3398e-01 -2.9611e+00 +1.3846e+00 -3.9057e+00 +3.3159e-01 +2.9540e+00 +2.8167e+00 +1.8235e+00
154641 +7.910161633e-01 +7.910161633e-01 -4.612989838e+02 -4.620900000e+02 +2.3384e+00 +2.3047e+00 +2.2119e+00 +7.3152e-01 +2.2985e+00 +2.1794e+00 +2.5475e+00 +2.6080e+00 +1.7993e+00 +6.3529e-02 +2.7493e+00 -3.7709e+00 +1.3465e-01 -2.9632e+00 +1.3809e+00 -3.9229e+00 +3.4095e-01 +2.9499e+00 +2.8208e+00 +1.8184e+00
157853 +4.673093965e-01 +4.673093965e-01 -4.616226906e+02 -4.620900000e+02 +2.3384e+00 +2.3047e+00 +2.2119e+00 +7.3152e-01 +2.2985e+00 +2.1794e+00 +2.5475e+00 +2.6080e+00 +1.7993e+00 +6.3529e-02 +2.7493e+00 -3.7709e+00 +1.3465e-01 -2.9632e+00 +1.3809e+00 -3.9229e+00 +3.3136e-01 +2.9499e+00 +2.8208e+00 +1.8184e+00
188052 +3.829140885e-01 +3.829140885e-01 -4.617070859e+02 -4.620900000e+02 +2.3411e+00 +2.3009e+00 +2.2119e+00 +7.2800e-01 +2.2985e+00 +2.1780e+00 +2.5420e+00 +2.6099e+00 +1.8016e+00 +6.3529e-02 +2.7465e+00 -3.7842e+00 +1.3880e-01 -2.9611e+00 +1.3809e+00 -3.9199e+00 +3.3159e-01 +2.9483e+00 +2.8206e+00 +1.8235e+00
232606 +1.610478720e-01 +1.610478720e-01 -4.619289521e+02 -4.620900000e+02 +2.3319e+00 +2.3047e+00 +2.2119e+00 +7.3152e-01 +2.2985e+00 +2.1794e+00 +2.5475e+00 +2.6080e+00 +1.7993e+00 +5.7798e-02 +2.7493e+00 -3.7851e+00 +1.3561e-01 -2.9632e+00 +1.3809e+00 -3.9229e+00 +3.3541e-01 +2.9499e+00 +2.8278e+00 +1.8184e+00
232795 +1.488125923e-01 +1.488125923e-01 -4.619411874e+02 -4.620900000e+02 +2.3384e+00 +2.3047e+00 +2.2119e+00 +7.3152e-01 +2.2985e+00 +2.1794e+00 +2.5475e+00 +2.6080e+00 +1.7993e+00 +5.7798e-02 +2.7493e+00 -3.7851e+00 +1.3561e-01 -2.9632e+00 +1.3809e+00 -3.9229e+00 +3.3541e-01 +2.9499e+00 +2.8278e+00 +1.8184e+00
247001 +9.336885628e-02 +9.336885628e-02 -4.619966311e+02 -4.620900000e+02 +2.3411e+00 +2.2960e+00 +2.2119e+00 +7.3152e-01 +2.2985e+00 +2.1772e+00 +2.5473e+00 +2.5953e+00 +1.8016e+00 +5.7798e-02 +2.7439e+00 -3.7865e+00 +1.3715e-01 -2.9611e+00 +1.3846e+00 -3.9229e+00 +3.3467e-01 +2.9499e+00 +2.8296e+00 +1.8202e+00
320202 +6.148105190e-02 +6.148105190e-02 -4.620285189e+02 -4.620900000e+02 +2.3411e+00 +2.2962e+00 +2.2119e+00 +7.3152e-01 +2.2985e+00 +2.1772e+00 +2.5473e+00 +2.5953e+00 +1.8016e+00 +5.7798e-02 +2.7505e+00 -3.7865e+00 +1.3715e-01 -2.9611e+00 +1.3846e+00 -3.9229e+00 +3.3541e-01 +2.9499e+00 +2.8278e+00 +1.8201e+00
360166 +2.198575594e-02 +2.198575594e-02 -4.620680142e+02 -4.620900000e+02 +2.3411e+00 +2.3000e+00 +2.2135e+00 +7.2988e-01 +2.2985e+00 +2.1772e+00 +2.5473e+00 +2.5966e+00 +1.8028e+00 +5.7798e-02 +2.7505e+00 -3.7846e+00 +1.3715e-01 -2.9611e+00 +1.3846e+00 -3.9229e+00 +3.3937e-01 +2.9499e+00 +2.8296e+00 +1.8201e+00
437146 +1.521940754e-02 +1.521940754e-02 -4.620747806e+02 -4.620900000e+02 +2.3403e+00 +2.3000e+00 +2.2135e+00 +7.2923e-01 +2.2985e+00 +2.1760e+00 +2.5467e+00 +2.5966e+00 +1.8028e+00 +5.7798e-02 +2.7505e+00 -3.7846e+00 +1.3754e-01 -2.9611e+00 +1.3846e+00 -3.9229e+00 +3.3769e-01 +2.9499e+00 +2.8296e+00 +1.8201e+00
479328 +9.038106792e-03 +9.038106792e-03 -4.620809619e+02 -4.620900000e+02 +2.3384e+00 +2.2997e+00 +2.2121e+00 +7.2923e-01 +2.2985e+00 +2.1736e+00 +2.5473e+00 +2.5980e+00 +1.8028e+00 +5.7798e-02 +2.7505e+00 -3.7846e+00 +1.3823e-01 -2.9611e+00 +1.3846e+00 -3.9229e+00 +3.3885e-01 +2.9493e+00 +2.8296e+00 +1.8201e+00
481831 +5.341835993e-03 +5.341835993e-03 -4.620846582e+02 -4.620900000e+02 +2.3404e+00 +2.2997e+00 +2.2121e+00 +7.2910e-01 +2.2985e+00 +2.1760e+00 +2.5473e+00 +2.5987e+00 +1.8028e+00 +5.7798e-02 +2.7505e+00 -3.7846e+00 +1.3823e-01 -2.9611e+00 +1.3846e+00 -3.9229e+00 +3.3885e-01 +2.9486e+00 +2.8296e+00 +1.8201e+00
597330 +3.968581556e-03 +3.968581556e-03 -4.620860314e+02 -4.620900000e+02 +2.3404e+00 +2.3000e+00 +2.2135e+00 +7.2849e-01 +2.2985e+00 +2.1760e+00 +2.5467e+00 +2.5987e+00 +1.8028e+00 +5.7798e-02 +2.7505e+00 -3.7835e+00 +1.3823e-01 -2.9611e+00 +1.3846e+00 -3.9229e+00 +3.3885e-01 +2.9486e+00 +2.8296e+00 +1.8201e+00
701975 +1.780284596e-03 +1.780284596e-03 -4.620882197e+02 -4.620900000e+02 +2.3404e+00 +2.3000e+00 +2.2135e+00 +7.2814e-01 +2.2985e+00 +2.1760e+00 +2.5467e+00 +2.5987e+00 +1.8028e+00 +5.7798e-02 +2.7499e+00 -3.7839e+00 +1.3823e-01 -2.9609e+00 +1.3846e+00 -3.9243e+00 +3.3912e-01 +2.9486e+00 +2.8296e+00 +1.8201e+00
775863 +1.507676261e-03 +1.507676261e-03 -4.620884923e+02 -4.620900000e+02 +2.3404e+00 +2.3000e+00 +2.2135e+00 +7.2814e-01 +2.2985e+00 +2.1753e+00 +2.5467e+00 +2.5987e+00 +1.8028e+00 +5.7798e-02 +2.7499e+00 -3.7839e+00 +1.3823e-01 -2.9609e+00 +1.3846e+00 -3.9243e+00 +3.3912e-01 +2.9486e+00 +2.8296e+00 +1.8200e+00
1127793 +7.118099247e-04 +7.118099247e-04 -4.620892882e+02 -4.620900000e+02 +2.3406e+00 +2.3000e+00 +2.2135e+00 +7.2814e-01 +2.2987e+00 +2.1753e+00 +2.5467e+00 +2.5984e+00 +1.8029e+00 +5.7798e-02 +2.7499e+00 -3.7839e+00 +1.3837e-01 -2.9609e+00 +1.3846e+00 -3.9243e+00 +3.3912e-01 +2.9478e+00 +2.8296e+00 +1.8200e+00
1373154 +5.729988982e-04 +5.729988982e-04 -4.620894270e+02 -4.620900000e+02 +2.3407e+00 +2.3000e+00 +2.2135e+00 +7.2814e-01 +2.2987e+00 +2.1753e+00 +2.5469e+00 +2.5984e+00 +1.8031e+00 +5.7442e-02 +2.7499e+00 -3.7839e+00 +1.3837e-01 -2.9609e+00 +1.3846e+00 -3.9243e+00 +3.3912e-01 +2.9478e+00 +2.8296e+00 +1.8200e+00
1542173 +3.559342138e-04 +3.559342138e-04 -4.620896441e+02 -4.620900000e+02 +2.3407e+00 +2.3000e+00 +2.2135e+00 +7.2814e-01 +2.2987e+00 +2.1753e+00 +2.5470e+00 +2.5984e+00 +1.8031e+00 +5.7442e-02 +2.7502e+00 -3.7839e+00 +1.3837e-01 -2.9609e+00 +1.3846e+00 -3.9243e+00 +3.3912e-01 +2.9480e+00 +2.8296e+00 +1.8200e+00
1625515 +2.505910567e-04 +2.505910567e-04 -4.620897494e+02 -4.620900000e+02 +2.3408e+00 +2.3000e+00 +2.2135e+00 +7.2814e-01 +2.2992e+00 +2.1753e+00 +2.5470e+00 +2.5984e+00 +1.8031e+00 +5.7442e-02 +2.7502e+00 -3.7839e+00 +1.3837e-01 -2.9609e+00 +1.3846e+00 -3.9238e+00 +3.3912e-01 +2.9478e+00 +2.8296e+00 +1.8200e+00
1721948 +1.554609080e-04 +1.554609080e-04 -4.620898445e+02 -4.620900000e+02 +2.3408e+00 +2.3000e+00 +2.2135e+00 +7.2814e-01 +2.2992e+00 +2.1753e+00 +2.5470e+00 +2.5984e+00 +1.8031e+00 +5.7442e-02 +2.7502e+00 -3.7839e+00 +1.3837e-01 -2.9609e+00 +1.3848e+00 -3.9238e+00 +3.3912e-01 +2.9480e+00 +2.8296e+00 +1.8200e+00
1833615 +9.986681408e-05 +9.986681408e-05 -4.620899001e+02 -4.620900000e+02 +2.3408e+00 +2.3000e+00 +2.2135e+00 +7.2814e-01 +2.2992e+00 +2.1753e+00 +2.5470e+00 +2.5984e+00 +1.8031e+00 +5.7442e-02 +2.7502e+00 -3.7840e+00 +1.3837e-01 -2.9609e+00 +1.3848e+00 -3.9241e+00 +3.3912e-01 +2.9480e+00 +2.8296e+00 +1.8200e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.879320423e+03 +3.879320423e+03 +3.956980423e+03 +7.766000000e+01 -7.9018e-01 +3.1682e+00 +6.7773e-01 -3.9543e-02 -1.4925e+00 +8.0686e-02 -4.4857e-01 +2.5540e+00 +1.5476e+00 +1.6899e+00 -5.3261e-01 -7.6628e-01 -7.1975e-01 +2.1273e+00 +4.2957e+00 +2.1671e+00 +1.2120e+00 -2.9140e+00 +3.7438e+00 +2.8271e+00
397 +4.814513084e+02 +4.814513084e+02 +5.591113084e+02 +7.766000000e+01 -4.7927e+00 +4.9520e+00 +6.2202e-01 -4.3402e-01 +5.3592e-01 -3.0880e+00 -9.2944e-01 +4.4718e+00 -3.7134e-01 -8.3405e-01 -3.4573e-01 -4.6182e-01 +4.4841e-01 +4.1457e-01 +1.9649e+00 +1.4185e+00 +4.8960e-01 -2.3705e+00 +1.7337e+00 -2.7372e+00
597 +3.685822323e+02 +3.685822323e+02 +4.462422323e+02 +7.766000000e+01 -4.7927e+00 -4.0131e+00 +1.1185e+00 +4.9339e+00 +7.7914e-01 -2.7310e+00 -4.5883e-02 -2.2510e+00 -2.8940e+00 -2.4399e+00 +2.2480e+00 -2.3955e+00 +4.4841e-01 +4.1457e-01 +1.9649e+00 +1.4185e+00 +4.8960e-01 -2.3705e+00 +1.7337e+00 -2.7372e+00
1191 +2.455707060e+02 +2.455707060e+02 +3.232307060e+02 +7.766000000e+01 -7.0786e-01 +1.8003e+00 +1.8837e-01 +4.9339e+00 +7.7914e-01 -2.7310e+00 +3.8281e-01 -1.7781e+00 -3.7134e-01 -4.1599e+00 +1.8866e+00 -4.6182e-01 +4.4841e-01 +4.1457e-01 +1.9649e+00 +1.4185e+00 +4.8960e-01 -2.3705e+00 +1.7337e+00 -2.7311e+00
2187 +1.514104267e+02 +1.514104267e+02 +2.290704267e+02 +7.766000000e+01 -7.0786e-01 +1.8003e+00 +1.1185e+00 +5.0824e+00 +1.0420e+00 -2.7310e+00 -4.5883e-02 -1.7781e+00 -3.7134e-01 -4.1599e+00 +1.8866e+00 -4.6182e-01 +4.4841e-01 -1.8142e-01 +1.9649e+00 +1.4185e+00 -7.7389e-02 -2.3705e+00 +1.7337e+00 -2.7372e+00
3385 +9.912431235e+01 +9.912431235e+01 +1.767843124e+02 +7.766000000e+01 -7.0786e-01 +1.8003e+00 +1.2313e+00 +5.0824e+00 +1.0420e+00 -2.7310e+00 -4.5883e-02 -1.7781e+00 -3.7134e-01 -3.8301e+00 +1.8866e+00 -4.1438e-01 +3.4013e-01 -1.8142e-01 +2.7855e+00 +1.4185e+00 -7.7389e-02 -2.3705e+00 +2.0065e+00 -3.0868e+00
5375 +6.251465187e+01 +6.251465187e+01 +1.401746519e+02 +7.766000000e+01 -7.0786e-01 +1.0373e+00 +1.2313e+00 +4.2300e+00 +1.0420e+00 -1.8505e+00 -7.0684e-01 -1.1366e+00 -5.4259e-01 -3.8301e+00 +1.8866e+00 -3.9738e-01 -1.3727e-01 -1.1830e+00 +2.7855e+00 +1.3554e+00 -4.3308e-02 -2.3705e+00 +2.0065e+00 -3.0868e+00
7766 +3.945649858e+01 +3.945649858e+01 +1.171164986e+02 +7.766000000e+01 -7.0786e-01 +1.0373e+00 +1.2395e+00 +4.2300e+00 +1.0420e+00 -1.3306e+00 -1.3468e-01 +6.3398e-02 -5.4259e-01 -3.8301e+00 +2.4242e+00 -3.9738e-01 -1.3727e-01 -1.5829e+00 +2.7855e+00 +1.3554e+00 -4.3308e-02 -2.3705e+00 +2.7520e+00 -3.1797e+00
18134 +2.391368768e+01 +2.391368768e+01 +1.015736877e+02 +7.766000000e+01 +5.0400e-01 +1.0562e+00 +3.1856e-01 +4.2019e+00 +1.6088e+00 +1.8767e-01 +5.8069e-01 -5.5184e-01 -5.1193e-01 -4.5123e+00 +2.9388e+00 +1.1088e-01 -1.7764e-01 -1.1518e+00 +2.8037e+00 +1.3351e+00 -7.1916e-02 -2.7454e+00 +2.7662e+00 -3.4417e+00
19733 +1.513807301e+01 +1.513807301e+01 +9.279807301e+01 +7.766000000e+01 +1.4347e+00 +1.6137e-01 +3.1856e-01 +3.3610e+00 +1.6088e+00 -5.6501e-01 +5.8505e-01 -5.9006e-01 -5.1193e-01 -4.5123e+00 +2.9388e+00 +1.7802e-01 -1.7764e-01 -1.5984e+00 +2.8037e+00 +1.3351e+00 -7.1916e-02 -2.7454e+00 +2.7662e+00 -3.4417e+00
89072 +9.806566659e+00 +9.806566659e+00 +8.746656666e+01 +7.766000000e+01 +1.4347e+00 +7.8356e-02 +3.1856e-01 +3.3047e+00 +1.6126e+00 -5.3635e-01 +5.8505e-01 +1.1115e-01 -4.8651e-01 -3.8980e+00 +2.9388e+00 +1.4030e-01 +2.9280e-01 -1.5984e+00 +2.8037e+00 +1.3528e+00 -7.1916e-02 -2.7454e+00 +2.7662e+00 -3.4417e+00
91879 +6.106252732e+00 +6.106252732e+00 +8.376625273e+01 +7.766000000e+01 +1.4200e+00 +7.8356e-02 +3.4235e-01 +3.3288e+00 +2.4502e+00 -5.3635e-01 +5.8505e-01 +1.1115e-01 +1.6671e-01 -3.8884e+00 +2.9388e+00 +1.4740e-01 +2.9280e-01 -1.5984e+00 +2.8037e+00 +1.3528e+00 -7.1916e-02 -2.7454e+00 +2.7662e+00 -3.4445e+00
95232 +3.735227219e+00 +3.735227219e+00 +8.139522722e+01 +7.766000000e+01 +1.4200e+00 -8.2442e-01 +1.2348e+00 +3.3288e+00 +2.4502e+00 -5.3635e-01 +5.8505e-01 +1.1115e-01 +1.6671e-01 -3.8884e+00 +2.9388e+00 +1.4740e-01 +2.9280e-01 -1.5984e+00 +2.8099e+00 +1.3528e+00 -7.1916e-02 -2.7536e+00 +2.7662e+00 -3.4597e+00
149716 +2.503763632e+00 +2.503763632e+00 +8.016376363e+01 +7.766000000e+01 +2.3889e+00 -8.5320e-01 +1.2723e+00 +3.2947e+00 +2.4326e+00 -5.4281e-01 +5.8505e-01 +1.1187e-01 +1.6412e-01 -3.8659e+00 +2.9388e+00 +1.6392e-01 +2.8584e-01 -1.6063e+00 +2.8163e+00 +1.3451e+00 -7.1916e-02 -2.7454e+00 +2.7662e+00 -3.4417e+00
168258 +1.475684810e+00 +1.475684810e+00 +7.913568481e+01 +7.766000000e+01 +2.3712e+00 -8.4714e-01 +1.2348e+00 +3.3288e+00 +2.4502e+00 -5.3635e-01 +5.8505e-01 +1.1115e-01 +1.6671e-01 -3.8662e+00 +2.9388e+00 +1.4740e-01 +2.9280e-01 -1.5984e+00 +2.8184e+00 +1.3528e+00 +2.7600e-01 -2.7536e+00 +2.7662e+00 -3.4572e+00
168996 +9.876485952e-01 +9.876485952e-01 +7.864764860e+01 +7.766000000e+01 +2.3712e+00 -8.4714e-01 +1.2456e+00 +3.3288e+00 +2.4502e+00 -5.3635e-01 +5.8505e-01 +1.1115e-01 +1.6671e-01 -3.8662e+00 +2.9388e+00 +1.4740e-01 +2.9280e-01 -1.5984e+00 +2.8184e+00 +1.3528e+00 +2.8217e-01 -2.7454e+00 +2.7670e+00 -3.4572e+00
176463 +5.195457453e-01 +5.195457453e-01 +7.817954575e+01 +7.766000000e+01 +2.3962e+00 -8.4714e-01 +1.2597e+00 +3.3193e+00 +2.4644e+00 -5.3635e-01 +5.8505e-01 +1.2056e-01 +1.6671e-01 -3.8662e+00 +2.9388e+00 +1.4803e-01 +2.9280e-01 -1.5984e+00 +2.8184e+00 +1.3528e+00 +2.8569e-01 -2.7536e+00 +2.7670e+00 -3.4572e+00
185586 +3.872419466e-01 +3.872419466e-01 +7.804724195e+01 +7.766000000e+01 +2.3826e+00 -8.4714e-01 +1.2571e+00 +3.3288e+00 +2.4644e+00 -5.3635e-01 +5.8505e-01 +1.2088e-01 +1.6782e-01 -3.8733e+00 +2.9550e+00 +1.4740e-01 +2.9280e-01 -1.6031e+00 +2.8184e+00 +1.3528e+00 +2.9143e-01 -2.7536e+00 +2.7670e+00 -3.4572e+00
257672 +2.288878468e-01 +2.288878468e-01 +7.788888785e+01 +7.766000000e+01 +2.3874e+00 -8.5080e-01 +1.2571e+00 +3.3288e+00 +2.4644e+00 -5.3635e-01 +5.8505e-01 +1.2088e-01 +1.6782e-01 -3.8613e+00 +2.9550e+00 +1.4740e-01 +2.9280e-01 -1.6031e+00 +2.8184e+00 +1.3528e+00 +2.9143e-01 -2.7512e+00 +2.7670e+00 -3.4572e+00
280550 +1.562912526e-01 +1.562912526e-01 +7.781629125e+01 +7.766000000e+01 +2.3898e+00 -8.5244e-01 +1.2687e+00 +3.3288e+00 +2.4618e+00 -5.3635e-01 +5.8662e-01 +1.1115e-01 +1.6671e-01 -3.8612e+00 +2.9550e+00 +1.4740e-01 +2.9280e-01 -1.6031e+00 +2.8184e+00 +1.3528e+00 +2.9143e-01 -2.7476e+00 +2.7670e+00 -3.4572e+00
301897 +9.575425832e-02 +9.575425832e-02 +7.775575426e+01 +7.766000000e+01 +2.3962e+00 -8.5320e-01 +1.2723e+00 +3.3241e+00 +2.4630e+00 -5.3635e-01 +5.8662e-01 +1.1352e-01 +1.6671e-01 -3.8612e+00 +2.9547e+00 +1.5067e-01 +2.9482e-01 -1.6043e+00 +2.8184e+00 +1.3528e+00 +2.9028e-01 -2.7476e+00 +2.7670e+00 -3.4560e+00
369387 +6.241329629e-02 +6.241329629e-02 +7.772241330e+01 +7.766000000e+01 +2.3962e+00 -8.5450e-01 +1.2697e+00 +3.3243e+00 +2.4618e+00 -5.3635e-01 +5.8823e-01 +1.2088e-01 +1.6892e-01 -3.8612e+00 +2.9550e+00 +1.4740e-01 +2.9639e-01 -1.6031e+00 +2.8184e+00 +1.3528e+00 +2.9143e-01 -2.7476e+00 +2.7670e+00 -3.4508e+00
410818 +3.878512681e-02 +3.878512681e-02 +7.769878513e+01 +7.766000000e+01 +2.3962e+00 -8.5320e-01 +1.2723e+00 +3.3241e+00 +2.4630e+00 -5.3635e-01 +5.8823e-01 +1.1352e-01 +1.6782e-01 -3.8612e+00 +2.9540e+00 +1.5067e-01 +2.9482e-01 -1.6025e+00 +2.8187e+00 +1.3528e+00 +2.9397e-01 -2.7494e+00 +2.7670e+00 -3.4508e+00
484481 +2.299213316e-02 +2.299213316e-02 +7.768299213e+01 +7.766000000e+01 +2.3962e+00 -8.5320e-01 +1.2723e+00 +3.3241e+00 +2.4635e+00 -5.3635e-01 +5.8823e-01 +1.1352e-01 +1.6782e-01 -3.8612e+00 +2.9550e+00 +1.5067e-01 +2.9563e-01 -1.6025e+00 +2.8187e+00 +1.3528e+00 +2.9397e-01 -2.7494e+00 +2.7670e+00 -3.4526e+00
502966 +1.553478459e-02 +1.553478459e-02 +7.767553478e+01 +7.766000000e+01 +2.3962e+00 -8.5320e-01 +1.2697e+00 +3.3234e+00 +2.4630e+00 -5.4131e-01 +5.8823e-01 +1.1352e-01 +1.6782e-01 -3.8612e+00 +2.9550e+00 +1.5067e-01 +2.9683e-01 -1.6023e+00 +2.8187e+00 +1.3528e+00 +2.9430e-01 -2.7494e+00 +2.7670e+00 -3.4526e+00
