% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
78042 +5.905207734e+02 +5.905207734e+02 +3.806407734e+02 -2.098800000e+02 +1.6840e+00 -3.4211e+00 +3.3687e+00 +2.7411e+00 +1.0781e+00 +3.2431e+00 +2.4743e+00 -4.7568e-01 -8.7249e-01 +2.7396e+00 +9.0057e-01 +1.6220e+00 +3.8775e+00 -1.5028e+00 -1.6113e+00 -3.7517e+00 -3.0861e+00 +3.0533e+00 -2.3784e+00 +1.9094e+00
81081 +3.946672190e+02 +3.946672190e+02 +1.847872190e+02 -2.098800000e+02 +1.3740e+00 -2.3827e+00 +3.7549e+00 +2.9181e+00 +1.0781e+00 +2.8521e+00 +2.3229e+00 +4.7699e-03 -1.2344e+00 +2.4894e+00 +9.0057e-01 +1.6125e+00 +3.8775e+00 -1.3863e+00 -1.6113e+00 -3.7517e+00 -3.0574e+00 +3.0533e+00 -2.3784e+00 +1.9094e+00
99246 +2.353979720e+02 +2.353979720e+02 +2.551797197e+01 -2.098800000e+02 +1.8632e+00 -2.3827e+00 +2.7161e+00 +2.5137e+00 +1.3035e+00 +2.3846e+00 +3.0526e+00 -1.4136e-01 -9.1038e-01 +2.7396e+00 +1.0002e+00 +1.6125e+00 +4.0174e+00 -1.4290e+00 -1.5323e+00 -3.7517e+00 -3.0361e+00 +3.0625e+00 -2.3803e+00 +1.9217e+00
100812 +1.549905135e+02 +1.549905135e+02 -5.488948645e+01 -2.098800000e+02 +1.6331e+00 -2.9062e+00 +2.8205e+00 +2.1897e+00 +1.3428e+00 +2.9228e+00 +2.6497e+00 -1.4136e-01 -1.1542e+00 +2.5364e+00 +1.0002e+00 +1.4593e+00 +4.0174e+00 -1.4290e+00 -1.5323e+00 -3.7791e+00 -3.0766e+00 +3.0533e+00 -2.3803e+00 +1.9217e+00
164524 +8.835352922e+01 +8.835352922e+01 -1.215264708e+02 -2.098800000e+02 +2.3758e+00 -7.2668e-01 +3.2934e+00 +2.4302e+00 +1.7479e+00 +2.5504e+00 +2.2641e+00 -1.0337e-01 -1.0864e+00 +2.5752e+00 +8.1694e-01 +1.5441e+00 +4.0093e+00 -1.4349e+00 -1.5472e+00 -3.7640e+00 -3.0681e+00 +3.0585e+00 -2.3796e+00 +1.9124e+00
168568 +6.113014925e+01 +6.113014925e+01 -1.487498508e+02 -2.098800000e+02 +1.8632e+00 -8.7909e-01 +3.0756e+00 +1.8270e+00 +1.8131e+00 +2.6399e+00 +2.4134e+00 -1.4136e-01 -1.0193e+00 +2.7396e+00 +8.9724e-01 +1.5698e+00 +3.9691e+00 -1.4290e+00 -1.5323e+00 -3.7791e+00 -3.0766e+00 +3.0625e+00 -2.3803e+00 +1.9217e+00
172045 +3.833836532e+01 +3.833836532e+01 -1.715416347e+02 -2.098800000e+02 +1.5993e+00 -2.0280e-01 +3.0756e+00 +2.3202e+00 +1.8131e+00 +2.6399e+00 +2.4134e+00 -1.4136e-01 -1.1542e+00 +2.6039e+00 +8.9724e-01 +1.5698e+00 +3.9691e+00 -1.4290e+00 -1.5323e+00 -3.7791e+00 -3.0760e+00 +3.0625e+00 -2.3803e+00 +1.9217e+00
220222 +2.443008162e+01 +2.443008162e+01 -1.854499184e+02 -2.098800000e+02 +1.3007e+00 +4.8441e-01 +3.3687e+00 +2.3210e+00 +1.8720e+00 +2.5242e+00 +2.2641e+00 -1.4946e-03 -1.0983e+00 +2.6432e+00 +8.5777e-01 +1.5605e+00 +3.9758e+00 -1.4205e+00 -1.5404e+00 -3.7808e+00 -3.0681e+00 +3.0585e+00 -2.3801e+00 +1.9201e+00
231102 +1.536513652e+01 +1.536513652e+01 -1.945148635e+02 -2.098800000e+02 +1.2885e+00 +3.0956e-01 +3.4243e+00 +2.5662e+00 +1.7995e+00 +2.7608e+00 +2.3229e+00 -7.5527e-02 -1.1389e+00 +2.5937e+00 +8.9049e-01 +1.5582e+00 +3.9976e+00 -1.4129e+00 -1.5327e+00 -3.7754e+00 -3.0574e+00 +3.0615e+00 -2.3784e+00 +1.9176e+00
307040 +9.932837606e+00 +9.932837606e+00 -1.999471624e+02 -2.098800000e+02 +1.3824e+00 +4.6832e-01 +3.5960e+00 +2.3544e+00 +1.8131e+00 +2.6677e+00 +2.3479e+00 -1.1200e-01 -1.1311e+00 +2.6039e+00 +8.9413e-01 +1.5467e+00 +3.9691e+00 -1.4259e+00 -1.5323e+00 -3.7610e+00 -3.0681e+00 +3.0625e+00 -2.3801e+00 +1.9203e+00
354709 +4.884525982e+00 +4.884525982e+00 -2.049954740e+02 -2.098800000e+02 +4.7419e-01 +1.1278e+00 +3.5858e+00 +2.5780e+00 +1.7843e+00 +2.8009e+00 +2.3358e+00 -1.1475e-01 -1.1006e+00 +2.6082e+00 +8.9445e-01 +1.5567e+00 +3.9754e+00 -1.4278e+00 -1.5400e+00 -3.7689e+00 -3.0632e+00 +3.0628e+00 -2.3803e+00 +1.9199e+00
355293 +3.241897978e+00 +3.241897978e+00 -2.066381020e+02 -2.098800000e+02 +1.1863e+00 +5.9863e-01 +3.5858e+00 +2.2572e+00 +1.7843e+00 +2.7045e+00 +2.4068e+00 -1.1475e-01 -1.1006e+00 +2.6082e+00 +8.9096e-01 +1.5567e+00 +3.9754e+00 -1.4278e+00 -1.5400e+00 -3.7689e+00 -3.0632e+00 +3.0628e+00 -2.3803e+00 +1.9199e+00
356433 +1.861333307e+00 +1.861333307e+00 -2.080186667e+02 -2.098800000e+02 +1.1863e+00 +5.9863e-01 +3.5858e+00 +2.2572e+00 +1.7843e+00 +2.7045e+00 +2.3358e+00 -1.1475e-01 -1.1006e+00 +2.6082e+00 +8.9445e-01 +1.5567e+00 +3.9754e+00 -1.4278e+00 -1.5323e+00 -3.7689e+00 -3.0632e+00 +3.0626e+00 -2.3803e+00 +1.9199e+00
357572 +1.547117954e+00 +1.547117954e+00 -2.083328820e+02 -2.098800000e+02 +1.1863e+00 +5.9863e-01 +3.5858e+00 +2.3693e+00 +1.7786e+00 +2.7045e+00 +2.3358e+00 -1.1475e-01 -1.1006e+00 +2.6082e+00 +8.9096e-01 +1.5567e+00 +3.9754e+00 -1.4278e+00 -1.5323e+00 -3.7689e+00 -3.0632e+00 +3.0628e+00 -2.3803e+00 +1.9199e+00
558599 +9.131230837e-01 +9.131230837e-01 -2.089668769e+02 -2.098800000e+02 +1.2063e+00 +4.3558e-01 +3.5585e+00 +2.3801e+00 +1.7849e+00 +2.6851e+00 +2.3150e+00 -8.7941e-02 -1.1133e+00 +2.6029e+00 +8.9280e-01 +1.5567e+00 +3.9767e+00 -1.4188e+00 -1.5323e+00 -3.7715e+00 -3.0604e+00 +3.0626e+00 -2.3803e+00 +1.9199e+00
569107 +5.318096182e-01 +5.318096182e-01 -2.093481904e+02 -2.098800000e+02 +1.2952e+00 +4.6063e-01 +3.5858e+00 +2.4480e+00 +1.7839e+00 +2.6648e+00 +2.3205e+00 -8.7941e-02 -1.1081e+00 +2.6138e+00 +8.7664e-01 +1.5564e+00 +3.9807e+00 -1.4197e+00 -1.5333e+00 -3.7677e+00 -3.0627e+00 +3.0628e+00 -2.3801e+00 +1.9198e+00
576595 +3.686020801e-01 +3.686020801e-01 -2.095113979e+02 -2.098800000e+02 +1.2136e+00 +4.5933e-01 +3.5364e+00 +2.3865e+00 +1.7839e+00 +2.6663e+00 +2.3205e+00 -8.7941e-02 -1.1081e+00 +2.6138e+00 +8.7664e-01 +1.5564e+00 +3.9807e+00 -1.4197e+00 -1.5333e+00 -3.7677e+00 -3.0616e+00 +3.0628e+00 -2.3801e+00 +1.9198e+00
651212 +2.172204912e-01 +2.172204912e-01 -2.096627795e+02 -2.098800000e+02 +1.2136e+00 +4.5933e-01 +3.5448e+00 +2.3865e+00 +1.7894e+00 +2.6940e+00 +2.3205e+00 -8.7941e-02 -1.1081e+00 +2.6138e+00 +8.8403e-01 +1.5564e+00 +3.9807e+00 -1.4197e+00 -1.5333e+00 -3.7689e+00 -3.0616e+00 +3.0628e+00 -2.3801e+00 +1.9198e+00
867594 +1.581626419e-01 +1.581626419e-01 -2.097218374e+02 -2.098800000e+02 +1.1898e+00 +4.3809e-01 +3.5462e+00 +2.3865e+00 +1.7894e+00 +2.6879e+00 +2.3271e+00 -9.0702e-02 -1.1088e+00 +2.6027e+00 +8.7664e-01 +1.5567e+00 +3.9754e+00 -1.4192e+00 -1.5333e+00 -3.7689e+00 -3.0616e+00 +3.0628e+00 -2.3801e+00 +1.9199e+00
939845 +7.452505543e-02 +7.452505543e-02 -2.098054749e+02 -2.098800000e+02 +1.2016e+00 +4.4854e-01 +3.5497e+00 +2.3865e+00 +1.7843e+00 +2.6879e+00 +2.3205e+00 -9.0702e-02 -1.1088e+00 +2.6040e+00 +8.8420e-01 +1.5567e+00 +3.9766e+00 -1.4192e+00 -1.5337e+00 -3.7689e+00 -3.0616e+00 +3.0628e+00 -2.3801e+00 +1.9199e+00
1135845 +4.981042963e-02 +4.981042963e-02 -2.098301896e+02 -2.098800000e+02 +1.2048e+00 +4.4954e-01 +3.5579e+00 +2.3865e+00 +1.7849e+00 +2.6881e+00 +2.3211e+00 -9.0702e-02 -1.1114e+00 +2.6029e+00 +8.8420e-01 +1.5574e+00 +3.9767e+00 -1.4189e+00 -1.5333e+00 -3.7689e+00 -3.0619e+00 +3.0634e+00 -2.3801e+00 +1.9201e+00
1377308 +3.347553809e-02 +3.347553809e-02 -2.098465245e+02 -2.098800000e+02 +1.2064e+00 +4.4946e-01 +3.5575e+00 +2.3869e+00 +1.7849e+00 +2.6881e+00 +2.3221e+00 -9.1043e-02 -1.1094e+00 +2.6040e+00 +8.8420e-01 +1.5574e+00 +3.9773e+00 -1.4189e+00 -1.5337e+00 -3.7689e+00 -3.0617e+00 +3.0634e+00 -2.3801e+00 +1.9201e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.959716758e+06 +3.959716758e+06 +3.959624668e+06 -9.209000000e+01 +2.6460e+00 -3.5472e+00 -4.1170e+00 -4.2341e+00 +3.7138e+00 +2.6291e+00 +4.5452e+00 -3.3674e-01 +2.1112e+00 +3.0476e+00 -6.6287e-01 -8.7882e-01 -1.7959e+00 -2.9694e+00 -9.0457e-01 -1.6182e+00 -4.9725e+00 +7.4359e-01 +1.0149e+00 -5.0822e-01
198 +1.294353870e+06 +1.294353870e+06 +1.294261780e+06 -9.209000000e+01 -2.6738e+00 +2.6106e+00 -2.4635e+00 +1.5185e+00 +2.1218e+00 -7.9465e-01 -4.1356e+00 +1.6550e-01 -1.5826e+00 +2.8540e+00 +4.2262e+00 -3.8918e+00 +3.5971e-01 -4.2659e-01 +3.2318e+00 +2.9474e+00 -3.3108e+00 +3.6239e+00 +2.2787e+00 -2.2765e+00
584 +9.914225319e+05 +9.914225319e+05 +9.913304419e+05 -9.209000000e+01 -4.3930e+00 -4.0094e+00 +5.3819e-01 -2.5059e+00 +3.1744e+00 -3.1226e+00 +3.6636e+00 +2.1641e+00 +4.3939e+00 -2.4125e+00 -3.1674e+00 +8.0177e-01 +8.6528e-01 -4.5230e+00 +1.7827e+00 +8.9983e-01 -2.1831e+00 +3.2436e+00 +1.4412e+00 -1.4922e+00
1173 +5.715617398e+05 +5.715617398e+05 +5.714696498e+05 -9.209000000e+01 +3.9609e+00 +6.9793e-01 -4.3415e+00 +2.7519e-01 -3.6445e-01 -8.6426e-01 -4.1356e+00 +1.6550e-01 -1.5826e+00 +3.2591e+00 -4.2414e+00 -4.3757e+00 +2.0738e+00 -9.9038e-01 +4.1874e+00 +2.2038e+00 -4.3031e+00 +3.6239e+00 +1.3235e+00 -1.1265e+00
1765 +2.228385037e+05 +2.228385037e+05 +2.227464137e+05 -9.209000000e+01 -4.7905e+00 -2.2637e+00 +1.3839e+00 +4.9410e+00 -3.6795e-01 -2.1721e+00 +2.7112e+00 +3.4007e-01 -3.4755e+00 +3.8268e+00 -4.9021e-01 -1.1154e+00 +6.5658e-01 -4.6437e-01 +3.3885e+00 +1.1050e+00 -4.3031e+00 +3.6239e+00 +2.0805e+00 -1.5813e+00
2550 +1.526880383e+05 +1.526880383e+05 +1.525959483e+05 -9.209000000e+01 +1.6748e+00 -3.7392e+00 -2.0273e-01 -2.8875e-01 -2.1831e+00 +9.3590e-01 -7.2202e-01 +4.4702e-01 +1.9591e+00 -7.6088e-02 +4.1419e+00 -1.8857e+00 +3.5971e-01 -4.6437e-01 +3.0217e+00 -2.7276e-02 -4.3031e+00 +3.6701e+00 +2.0522e+00 -1.3567e+00
3340 +9.986906093e+04 +9.986906093e+04 +9.977697093e+04 -9.209000000e+01 +1.6748e+00 -3.7392e+00 -2.0273e-01 -2.8875e-01 +3.5406e+00 +2.5120e+00 -4.1356e+00 +1.7961e+00 -2.6402e+00 -2.0688e+00 +4.6196e+00 -8.9028e-01 -2.5595e+00 -4.6437e-01 +3.3885e+00 +1.1050e+00 -4.3031e+00 +3.6239e+00 +2.0522e+00 -1.3567e+00
3923 +5.640080809e+04 +5.640080809e+04 +5.630871809e+04 -9.209000000e+01 +3.3540e+00 -5.3249e-01 -3.5021e+00 -2.6071e+00 +5.7864e-01 +3.5757e+00 -7.2202e-01 +4.4702e-01 +1.9591e+00 -7.6088e-02 +3.8392e+00 +3.5931e-01 -2.5595e+00 -4.6437e-01 +3.3885e+00 +1.1050e+00 -3.8319e+00 +3.6239e+00 +1.8965e+00 -1.4262e+00
4903 +2.938077254e+04 +2.938077254e+04 +2.928868254e+04 -9.209000000e+01 +3.3540e+00 +6.9793e-01 +1.3839e+00 +9.4140e-01 +1.6086e-01 -1.1086e+00 +1.5181e+00 +4.4702e-01 +1.9591e+00 -1.2476e+00 +4.6196e+00 -1.1154e+00 -2.5595e+00 +3.9264e-01 +3.3885e+00 +1.1050e+00 -3.8319e+00 +3.6239e+00 +1.8965e+00 -1.4262e+00
5296 +2.366318331e+04 +2.366318331e+04 +2.357109331e+04 -9.209000000e+01 +3.9518e+00 +6.8663e-01 +1.1621e+00 +2.6732e-01 -4.6152e+00 +3.5757e+00 -4.1356e+00 +4.4702e-01 -1.5826e+00 +1.9453e+00 +3.4787e+00 -2.5986e-01 -2.5595e+00 +3.9264e-01 +3.8669e+00 +1.1050e+00 -3.8292e+00 +3.6239e+00 +1.8538e+00 -1.3269e+00
6078 +1.364394139e+04 +1.364394139e+04 +1.355185139e+04 -9.209000000e+01 +1.2856e+00 +1.8092e-01 +1.3839e+00 +9.4140e-01 +1.6086e-01 +1.6855e+00 -4.4249e-01 +3.6452e-01 +8.3495e-01 +8.3041e-02 +3.5728e+00 -8.9028e-01 -2.5595e+00 +2.3554e-01 +3.8574e+00 +8.8513e-01 -3.8319e+00 +3.6239e+00 +1.8965e+00 -1.3567e+00
7060 +9.411103436e+03 +9.411103436e+03 +9.319013436e+03 -9.209000000e+01 -1.6340e+00 +1.4139e+00 -3.5021e+00 -3.9939e+00 -3.6795e-01 -8.6614e-01 +3.2942e+00 +4.4702e-01 +9.7803e-01 -7.0034e-01 +4.4337e+00 -1.4401e+00 -2.5595e+00 +3.9264e-01 +3.8669e+00 +8.2726e-01 -3.8319e+00 +3.6541e+00 +1.8079e+00 -1.3567e+00
7644 +5.794631045e+03 +5.794631045e+03 +5.702541045e+03 -9.209000000e+01 +1.6748e+00 +1.8092e-01 -3.5021e+00 -3.9939e+00 -2.3600e-01 -5.5930e-01 -4.4249e-01 +1.7310e-01 +1.1599e+00 +1.0133e+00 +3.5728e+00 -1.4401e+00 -2.5595e+00 +8.9832e-01 +3.8574e+00 +8.8513e-01 -3.8319e+00 +3.6239e+00 +1.8538e+00 -1.3567e+00
9024 +3.871831741e+03 +3.871831741e+03 +3.779741741e+03 -9.209000000e+01 -1.6340e+00 +1.0033e+00 -3.5021e+00 +1.4872e+00 +2.0968e-01 -5.5930e-01 -2.1734e-01 +3.6452e-01 +1.1599e+00 +8.1677e-01 +3.5728e+00 -1.4401e+00 -2.3543e+00 +9.4195e-01 +3.8574e+00 +8.2726e-01 -3.8319e+00 +3.6541e+00 +1.8079e+00 -1.3567e+00
76143 +1.687827831e+03 +1.687827831e+03 +1.595737831e+03 -9.209000000e+01 +1.6748e+00 +1.8092e-01 -3.5021e+00 -3.9939e+00 -3.6795e-01 -1.1086e+00 -4.4249e-01 +5.3641e-01 +1.1599e+00 +1.0133e+00 +3.5728e+00 -1.4401e+00 -2.1902e+00 +5.3311e-01 +3.7500e+00 +7.2431e-01 -3.8801e+00 +3.6541e+00 +1.8079e+00 -1.3567e+00
76670 +1.485096087e+03 +1.485096087e+03 +1.393006087e+03 -9.209000000e+01 -1.5086e+00 -6.5812e-01 -3.5021e+00 -2.0456e+00 -3.6795e-01 -1.1086e+00 -1.0845e+00 +4.4702e-01 +8.3495e-01 +1.0133e+00 +3.5728e+00 -1.8158e+00 -2.2078e+00 +5.3311e-01 +3.7500e+00 +7.2431e-01 -3.8801e+00 +3.6541e+00 +1.8079e+00 -1.3567e+00
78122 +9.786741292e+02 +9.786741292e+02 +8.865841292e+02 -9.209000000e+01 +1.6748e+00 +1.8092e-01 +2.1205e+00 -2.6071e+00 +5.9076e-01 -8.6426e-01 -7.2202e-01 +4.4702e-01 +8.3495e-01 +1.0133e+00 +3.8392e+00 -1.6622e+00 -2.2078e+00 +6.6758e-01 +3.7792e+00 +7.2315e-01 -3.8319e+00 +3.6541e+00 +1.8079e+00 -1.3567e+00
80494 +6.295988903e+02 +6.295988903e+02 +5.375088903e+02 -9.209000000e+01 -2.0947e+00 +6.6020e-01 -4.4089e-01 -2.6071e+00 +5.7939e-01 -8.6614e-01 +2.0786e-01 +7.1109e-01 +5.7716e-01 +1.9593e+00 +3.8392e+00 -1.8158e+00 -2.1622e+00 +6.6758e-01 +3.7792e+00 +7.2431e-01 -3.8801e+00 +3.6541e+00 +1.8079e+00 -1.3567e+00
82318 +3.606353274e+02 +3.606353274e+02 +2.685453274e+02 -9.209000000e+01 -1.6340e+00 +1.8092e-01 -4.4089e-01 -2.6071e+00 +2.2301e-01 -2.0662e+00 -3.1047e-01 +7.1109e-01 +3.8460e-01 +1.8055e+00 +3.8392e+00 -1.8158e+00 -2.1622e+00 +6.6758e-01 +3.7500e+00 +7.2431e-01 -3.8319e+00 +3.6541e+00 +1.8079e+00 -1.3567e+00
133722 +2.483554611e+02 +2.483554611e+02 +1.562654611e+02 -9.209000000e+01 +1.6748e+00 +1.3911e+00 -2.0273e-01 -2.6071e+00 +5.9076e-01 -3.7856e+00 -3.5881e-01 +5.3641e-01 +6.5183e-01 +1.6300e+00 +3.8392e+00 -1.6622e+00 -2.1902e+00 +6.7363e-01 +3.7922e+00 +7.2315e-01 -3.8319e+00 +3.6541e+00 +1.8183e+00 -1.3567e+00
136981 +1.555157021e+02 +1.555157021e+02 +6.342570214e+01 -9.209000000e+01 +1.6748e+00 +1.0976e+00 -2.0273e-01 -2.1432e+00 -3.6795e-01 -3.7856e+00 -3.5881e-01 +9.1088e-01 +6.5183e-01 +1.6300e+00 +3.8392e+00 -1.6622e+00 -2.0855e+00 +6.7363e-01 +3.7491e+00 +7.2975e-01 -3.8319e+00 +3.6541e+00 +1.8183e+00 -1.3567e+00
